RESTID;CUISINE;ITEMNAME;ITEMID;CATEGORY;PRICE
RE10368;Burgers;Soda;IT1036805;Drink;9
RE10369;International;Cheese Bread Sticks;IT1036901;Starter;8
RE10369;International;Honey Glazed Chicken;IT1036902;Starter;13
RE10369;International;Grande Salad;IT1036903;Main Course;16
RE10369;International;Beef Steak;IT1036904;Main Course;25
RE10369;International;Apple Drink;IT1036905;Drink;9
RE10370;Italian;Bruschetta;IT1037001;Starter;14
RE10370;Italian;Pepperoni Pizza;IT1037002;Main Course;21
RE10370;Italian;Bolognese Pasta;IT1037003;Main Course;29
RE10370;Italian;Smoked Mushroom Soup;IT1037004;Starter;6
RE10370;Italian;Tiramisu;IT1037005;Dessert;8
RE10371;Mexican;Fire Burrito;IT1037101;Main Course;29
RE10371;Mexican;Chilli Tacos;IT1037102;Main Course;24
RE10371;Mexican;Chicken Quasedillas;IT1037103;Main Course;16
RE10371;Mexican;Grilled Pork;IT1037104;Main Course;21
RE10371;Mexican;Pork Burritos;IT1037105;Main Course;24
RE10372;International;Cheese Bread Sticks;IT1037201;Starter;9
RE10372;International;Honey Glazed Chicken;IT1037202;Starter;8
RE10372;International;Grande Salad;IT1037203;Main Course;29
RE10372;International;Beef Steak;IT1037204;Main Course;28
RE10372;International;Apple Drink;IT1037205;Drink;7
RE10373;Fast_Food;Hot Dog with Fries;IT1037301;Main Course;15
RE10373;Fast_Food;Chicken Burger;IT1037302;Main Course;22
RE10373;Fast_Food;Hamburger;IT1037303;Main Course;29
RE10373;Fast_Food;Beef Burger;IT1037304;Main Course;12
RE10373;Fast_Food;Soda;IT1037305;Drink;8
RE10374;Latin_American;Chicken with Chilli Flakes;IT1037401;Main Course;16
RE10374;Latin_American;Parillia Steak;IT1037402;Main Course;26
RE10374;Latin_American;Tostades;IT1037403;Main Course;11
RE10374;Latin_American;Soft Shell Tacos;IT1037404;Main Course;17
RE10374;Latin_American;Chimichangas;IT1037405;Main Course;25
RE10375;Mexican;Fire Burrito;IT1037501;Main Course;27
RE10375;Mexican;Chilli Tacos;IT1037502;Main Course;27
RE10375;Mexican;Chicken Quasedillas;IT1037503;Main Course;14
RE10375;Mexican;Grilled Pork;IT1037504;Main Course;26
RE10375;Mexican;Pork Burritos;IT1037505;Main Course;22
RE10376;American;Artichoke Salad;IT1037601;Starter;14
RE10376;American;Cobb Salad;IT1037602;Starter;13
RE10376;American;Grilled Salmon;IT1037603;Main Course;10
RE10376;American;New York Steak;IT1037604;Main Course;17
RE10376;American;Turkey Sandwich;IT1037605;Main Course;10
RE10377;Game;Veal ;IT1037701;Main Course;24
RE10377;Game;Lamb;IT1037702;Main Course;13
RE10377;Game;Rabbit Stew;IT1037703;Main Course;27
RE10377;Game;Sirloin Steak;IT1037704;Main Course;26
RE10377;Game;Soda;IT1037705;Drink;7
RE10378;International;Cheese Bread Sticks;IT1037801;Starter;7
RE10378;International;Honey Glazed Chicken;IT1037802;Starter;6
RE10378;International;Grande Salad;IT1037803;Main Course;29
RE10378;International;Beef Steak;IT1037804;Main Course;29
RE10378;International;Apple Drink;IT1037805;Drink;7
RE10379;Mexican;Fire Burrito;IT1037901;Main Course;10
RE10379;Mexican;Chilli Tacos;IT1037902;Main Course;21
RE10379;Mexican;Chicken Quasedillas;IT1037903;Main Course;28
RE10379;Mexican;Grilled Pork;IT1037904;Main Course;24
RE10379;Mexican;Pork Burritos;IT1037905;Main Course;27
RE10380;Mexican;Fire Burrito;IT1038001;Main Course;17
RE10380;Mexican;Chilli Tacos;IT1038002;Main Course;15
RE10380;Mexican;Chicken Quasedillas;IT1038003;Main Course;27
RE10380;Mexican;Grilled Pork;IT1038004;Main Course;22
RE10380;Mexican;Pork Burritos;IT1038005;Main Course;18
RE10381;Mexican;Fire Burrito;IT1038101;Main Course;18
RE10381;Mexican;Chilli Tacos;IT1038102;Main Course;10
RE10381;Mexican;Chicken Quasedillas;IT1038103;Main Course;18
RE10381;Mexican;Grilled Pork;IT1038104;Main Course;18
RE10381;Mexican;Pork Burritos;IT1038105;Main Course;21
RE10382;Mexican;Fire Burrito;IT1038201;Main Course;28
RE10382;Mexican;Chilli Tacos;IT1038202;Main Course;11
RE10382;Mexican;Chicken Quasedillas;IT1038203;Main Course;17
RE10382;Mexican;Grilled Pork;IT1038204;Main Course;12
RE10382;Mexican;Pork Burritos;IT1038205;Main Course;28
RE10383;Mexican;Fire Burrito;IT1038301;Main Course;15
RE10383;Mexican;Chilli Tacos;IT1038302;Main Course;12
RE10383;Mexican;Chicken Quasedillas;IT1038303;Main Course;23
RE10383;Mexican;Grilled Pork;IT1038304;Main Course;26
RE10383;Mexican;Pork Burritos;IT1038305;Main Course;17
RE10384;Mexican;Fire Burrito;IT1038401;Main Course;10
RE10384;Mexican;Chilli Tacos;IT1038402;Main Course;18
RE10384;Mexican;Chicken Quasedillas;IT1038403;Main Course;18
RE10384;Mexican;Grilled Pork;IT1038404;Main Course;18
RE10384;Mexican;Pork Burritos;IT1038405;Main Course;24
RE10385;Mexican;Fire Burrito;IT1038501;Main Course;12
RE10385;Mexican;Chilli Tacos;IT1038502;Main Course;16
RE10385;Mexican;Chicken Quasedillas;IT1038503;Main Course;21
RE10385;Mexican;Grilled Pork;IT1038504;Main Course;21
RE10385;Mexican;Pork Burritos;IT1038505;Main Course;11
RE10386;Mexican;Fire Burrito;IT1038601;Main Course;25
RE10386;Mexican;Chilli Tacos;IT1038602;Main Course;19
RE10386;Mexican;Chicken Quasedillas;IT1038603;Main Course;17
RE10386;Mexican;Grilled Pork;IT1038604;Main Course;18
RE10386;Mexican;Pork Burritos;IT1038605;Main Course;26
RE10387;Mexican;Fire Burrito;IT1038701;Main Course;20
RE10387;Mexican;Chilli Tacos;IT1038702;Main Course;14
RE10387;Mexican;Chicken Quasedillas;IT1038703;Main Course;12
RE10387;Mexican;Grilled Pork;IT1038704;Main Course;18
RE10387;Mexican;Pork Burritos;IT1038705;Main Course;13
RE10388;Mexican;Fire Burrito;IT1038801;Main Course;25
RE10388;Mexican;Chilli Tacos;IT1038802;Main Course;14
RE10388;Mexican;Chicken Quasedillas;IT1038803;Main Course;26
RE10388;Mexican;Grilled Pork;IT1038804;Main Course;19
RE10388;Mexican;Pork Burritos;IT1038805;Main Course;17
RE10389;Mexican;Fire Burrito;IT1038901;Main Course;27
RE10389;Mexican;Chilli Tacos;IT1038902;Main Course;23
RE10389;Mexican;Chicken Quasedillas;IT1038903;Main Course;15
RE10389;Mexican;Grilled Pork;IT1038904;Main Course;24
RE10389;Mexican;Pork Burritos;IT1038905;Main Course;26
RE10390;Mexican;Fire Burrito;IT1039001;Main Course;19
RE10390;Mexican;Chilli Tacos;IT1039002;Main Course;25
RE10390;Mexican;Chicken Quasedillas;IT1039003;Main Course;21
RE10390;Mexican;Grilled Pork;IT1039004;Main Course;22
RE10390;Mexican;Pork Burritos;IT1039005;Main Course;17
RE10391;Mexican;Fire Burrito;IT1039101;Main Course;21
RE10391;Mexican;Chilli Tacos;IT1039102;Main Course;24
RE10391;Mexican;Chicken Quasedillas;IT1039103;Main Course;23
RE10391;Mexican;Grilled Pork;IT1039104;Main Course;17
RE10391;Mexican;Pork Burritos;IT1039105;Main Course;16
RE10392;Mexican;Fire Burrito;IT1039201;Main Course;11
RE10392;Mexican;Chilli Tacos;IT1039202;Main Course;29
RE10392;Mexican;Chicken Quasedillas;IT1039203;Main Course;22
RE10392;Mexican;Grilled Pork;IT1039204;Main Course;24
RE10392;Mexican;Pork Burritos;IT1039205;Main Course;24
RE10393;Mexican;Fire Burrito;IT1039301;Main Course;10
RE10393;Mexican;Chilli Tacos;IT1039302;Main Course;23
RE10393;Mexican;Chicken Quasedillas;IT1039303;Main Course;18
RE10393;Mexican;Grilled Pork;IT1039304;Main Course;16
RE10393;Mexican;Pork Burritos;IT1039305;Main Course;17
RE10394;Mexican;Fire Burrito;IT1039401;Main Course;19
RE10394;Mexican;Chilli Tacos;IT1039402;Main Course;29
RE10394;Mexican;Chicken Quasedillas;IT1039403;Main Course;28
RE10394;Mexican;Grilled Pork;IT1039404;Main Course;15
RE10394;Mexican;Pork Burritos;IT1039405;Main Course;25
RE10395;International;Cheese Bread Sticks;IT1039501;Starter;7
RE10395;International;Honey Glazed Chicken;IT1039502;Starter;5
RE10395;International;Grande Salad;IT1039503;Main Course;21
RE10395;International;Beef Steak;IT1039504;Main Course;13
RE10395;International;Apple Drink;IT1039505;Drink;9
RE10396;Vegetarian;Chickpea Salad;IT1039601;Starter;7
RE10396;Vegetarian;Tortilla Espanola;IT1039602;Main Course;18
RE10396;Vegetarian;Mashed Potatoes with Veggies;IT1039603;Main Course;25
RE10396;Vegetarian;Strawberry Gelato;IT1039604;Dessert;8
RE10396;Vegetarian;Virgin Mojito;IT1039605;Drink;7
RE10397;Cafeteria;Popcorn Chicken;IT1039701;Starter;11
RE10397;Cafeteria;Club Mix;IT1039702;Main Course;17
RE10397;Cafeteria;Classic Cheese Pizza;IT1039703;Main Course;13
RE10397;Cafeteria;Frozen Fruit Cup;IT1039704;Dessert;14
RE10397;Cafeteria;Milkshake;IT1039705;Drink;8
RE10398;Mexican;Fire Burrito;IT1039801;Main Course;29
RE10398;Mexican;Chilli Tacos;IT1039802;Main Course;19
RE10398;Mexican;Chicken Quasedillas;IT1039803;Main Course;24
RE10398;Mexican;Grilled Pork;IT1039804;Main Course;21
RE10398;Mexican;Pork Burritos;IT1039805;Main Course;28
RE10399;Mexican;Fire Burrito;IT1039901;Main Course;10
RE10399;Mexican;Chilli Tacos;IT1039902;Main Course;17
RE10399;Mexican;Chicken Quasedillas;IT1039903;Main Course;16
RE10399;Mexican;Grilled Pork;IT1039904;Main Course;19
RE10399;Mexican;Pork Burritos;IT1039905;Main Course;13
RE10400;Bar;Strawberry Daiquiri;IT1040001;Drink;6
RE10400;Bar;Tequila Sunrise;IT1040002;Drink;5
RE10400;Bar;Beer;IT1040003;Drink;7
RE10400;Bar;Red Wine;IT1040004;Drink;5
RE10400;Bar;White Wine;IT1040005;Drink;9
RE10401;Chinese;Lobster Cantonese;IT1040101;Main Course;21
RE10401;Chinese;Pork Chow Mein;IT1040102;Main Course;15
RE10401;Chinese;Chicken Chop Suey;IT1040103;Starter;11
RE10401;Chinese;Egg Flower Soup;IT1040104;Starter;13
RE10401;Chinese;Fried Shrimp;IT1040105;Starter;11
RE10402;Chinese;Lobster Cantonese;IT1040201;Main Course;19
RE10402;Chinese;Pork Chow Mein;IT1040202;Main Course;29
RE10402;Chinese;Chicken Chop Suey;IT1040203;Starter;13
RE10402;Chinese;Egg Flower Soup;IT1040204;Starter;7
RE10402;Chinese;Fried Shrimp;IT1040205;Starter;8
RE10403;Mexican;Fire Burrito;IT1040301;Main Course;17
RE10403;Mexican;Chilli Tacos;IT1040302;Main Course;11
RE10403;Mexican;Chicken Quasedillas;IT1040303;Main Course;23
RE10403;Mexican;Grilled Pork;IT1040304;Main Course;20
RE10403;Mexican;Pork Burritos;IT1040305;Main Course;18
RE10404;Armenian;Smoked Pork Fillet;IT1040401;Main Course;11
RE10404;Armenian;Fish Assortment;IT1040402;Main Course;21
RE10404;Armenian;Cheese Platter;IT1040403;Main Course;11
RE10404;Armenian;Meat Platter;IT1040404;Main Course;26
RE10404;Armenian;Milkshake;IT1040405;Drink;7
RE10405;Mexican;Fire Burrito;IT1040501;Main Course;19
RE10405;Mexican;Chilli Tacos;IT1040502;Main Course;15
RE10405;Mexican;Chicken Quasedillas;IT1040503;Main Course;10
RE10405;Mexican;Grilled Pork;IT1040504;Main Course;28
RE10405;Mexican;Pork Burritos;IT1040505;Main Course;29
RE10406;Cafeteria;Popcorn Chicken;IT1040601;Starter;12
RE10406;Cafeteria;Club Mix;IT1040602;Main Course;26
RE10406;Cafeteria;Classic Cheese Pizza;IT1040603;Main Course;27
RE10406;Cafeteria;Frozen Fruit Cup;IT1040604;Dessert;14
RE10406;Cafeteria;Milkshake;IT1040605;Drink;5
RE10407;American;Artichoke Salad;IT1040701;Starter;14
RE10407;American;Cobb Salad;IT1040702;Starter;14
RE10407;American;Grilled Salmon;IT1040703;Main Course;24
RE10407;American;New York Steak;IT1040704;Main Course;17
RE10407;American;Turkey Sandwich;IT1040705;Main Course;26
RE10408;American;Artichoke Salad;IT1040801;Starter;9
RE10408;American;Cobb Salad;IT1040802;Starter;9
RE10408;American;Grilled Salmon;IT1040803;Main Course;10
RE10408;American;New York Steak;IT1040804;Main Course;27
RE10408;American;Turkey Sandwich;IT1040805;Main Course;23
RE10409;Vegetarian;Chickpea Salad;IT1040901;Starter;8
RE10409;Vegetarian;Tortilla Espanola;IT1040902;Main Course;13
RE10409;Vegetarian;Mashed Potatoes with Veggies;IT1040903;Main Course;17
RE10409;Vegetarian;Strawberry Gelato;IT1040904;Dessert;10
RE10409;Vegetarian;Virgin Mojito;IT1040905;Drink;8
RE10410;Mexican;Fire Burrito;IT1041001;Main Course;18
RE10410;Mexican;Chilli Tacos;IT1041002;Main Course;27
RE10410;Mexican;Chicken Quasedillas;IT1041003;Main Course;11
RE10410;Mexican;Grilled Pork;IT1041004;Main Course;27
RE10410;Mexican;Pork Burritos;IT1041005;Main Course;20
RE10411;International;Cheese Bread Sticks;IT1041101;Starter;11
RE10411;International;Honey Glazed Chicken;IT1041102;Starter;7
RE10411;International;Grande Salad;IT1041103;Main Course;16
RE10411;International;Beef Steak;IT1041104;Main Course;23
RE10411;International;Apple Drink;IT1041105;Drink;8
RE10412;Mexican;Fire Burrito;IT1041201;Main Course;22
RE10412;Mexican;Chilli Tacos;IT1041202;Main Course;24
RE10412;Mexican;Chicken Quasedillas;IT1041203;Main Course;23
RE10412;Mexican;Grilled Pork;IT1041204;Main Course;23
RE10412;Mexican;Pork Burritos;IT1041205;Main Course;29
RE10413;International;Cheese Bread Sticks;IT1041301;Starter;13
RE10413;International;Honey Glazed Chicken;IT1041302;Starter;13
RE10413;International;Grande Salad;IT1041303;Main Course;13
RE10413;International;Beef Steak;IT1041304;Main Course;11
RE10413;International;Apple Drink;IT1041305;Drink;8
RE10414;Mexican;Fire Burrito;IT1041401;Main Course;19
RE10414;Mexican;Chilli Tacos;IT1041402;Main Course;15
RE10414;Mexican;Chicken Quasedillas;IT1041403;Main Course;12
RE10414;Mexican;Grilled Pork;IT1041404;Main Course;11
RE10414;Mexican;Pork Burritos;IT1041405;Main Course;28
RE10415;American;Artichoke Salad;IT1041501;Starter;5
RE10415;American;Cobb Salad;IT1041502;Starter;12
RE10415;American;Grilled Salmon;IT1041503;Main Course;28
RE10415;American;New York Steak;IT1041504;Main Course;28
RE10415;American;Turkey Sandwich;IT1041505;Main Course;20
RE10416;International;Cheese Bread Sticks;IT1041601;Starter;6
RE10416;International;Honey Glazed Chicken;IT1041602;Starter;12
RE10416;International;Grande Salad;IT1041603;Main Course;28
RE10416;International;Beef Steak;IT1041604;Main Course;26
RE10416;International;Apple Drink;IT1041605;Drink;9
RE10417;International;Cheese Bread Sticks;IT1041701;Starter;8
RE10417;International;Honey Glazed Chicken;IT1041702;Starter;7
RE10417;International;Grande Salad;IT1041703;Main Course;20
RE10417;International;Beef Steak;IT1041704;Main Course;10
RE10417;International;Apple Drink;IT1041705;Drink;9
RE10418;Mexican;Fire Burrito;IT1041801;Main Course;29
RE10418;Mexican;Chilli Tacos;IT1041802;Main Course;10
RE10418;Mexican;Chicken Quasedillas;IT1041803;Main Course;22
RE10418;Mexican;Grilled Pork;IT1041804;Main Course;29
RE10418;Mexican;Pork Burritos;IT1041805;Main Course;16
RE10419;Italian;Bruschetta;IT1041901;Starter;12
RE10419;Italian;Pepperoni Pizza;IT1041902;Main Course;19
RE10419;Italian;Bolognese Pasta;IT1041903;Main Course;12
RE10419;Italian;Smoked Mushroom Soup;IT1041904;Starter;7
RE10419;Italian;Tiramisu;IT1041905;Dessert;6
RE10420;International;Cheese Bread Sticks;IT1042001;Starter;11
RE10420;International;Honey Glazed Chicken;IT1042002;Starter;7
RE10420;International;Grande Salad;IT1042003;Main Course;10
RE10420;International;Beef Steak;IT1042004;Main Course;19
RE10420;International;Apple Drink;IT1042005;Drink;6
RE10421;Family;Stuffed Breadsticks;IT1042101;Starter;7
RE10421;Family;Garlic Bread;IT1042102;Starter;13
RE10421;Family;Sweet Corn Soup;IT1042103;Starter;11
RE10421;Family;Beef Burger;IT1042104;Main Course;14
RE10421;Family;Soda;IT1042105;Drink;9
RE10422;Mexican;Fire Burrito;IT1042201;Main Course;15
RE10422;Mexican;Chilli Tacos;IT1042202;Main Course;24
RE10422;Mexican;Chicken Quasedillas;IT1042203;Main Course;11
RE10422;Mexican;Grilled Pork;IT1042204;Main Course;20
RE10422;Mexican;Pork Burritos;IT1042205;Main Course;13
RE10423;Mexican;Fire Burrito;IT1042301;Main Course;24
RE10423;Mexican;Chilli Tacos;IT1042302;Main Course;28
RE10423;Mexican;Chicken Quasedillas;IT1042303;Main Course;19
RE10423;Mexican;Grilled Pork;IT1042304;Main Course;22
RE10423;Mexican;Pork Burritos;IT1042305;Main Course;13
RE10424;Mexican;Fire Burrito;IT1042401;Main Course;23
RE10424;Mexican;Chilli Tacos;IT1042402;Main Course;29
RE10424;Mexican;Chicken Quasedillas;IT1042403;Main Course;10
RE10424;Mexican;Grilled Pork;IT1042404;Main Course;13
RE10424;Mexican;Pork Burritos;IT1042405;Main Course;15
RE10425;Mexican;Fire Burrito;IT1042501;Main Course;12
RE10425;Mexican;Chilli Tacos;IT1042502;Main Course;21
RE10425;Mexican;Chicken Quasedillas;IT1042503;Main Course;29
RE10425;Mexican;Grilled Pork;IT1042504;Main Course;13
RE10425;Mexican;Pork Burritos;IT1042505;Main Course;25
RE10426;Mexican;Fire Burrito;IT1042601;Main Course;14
RE10426;Mexican;Chilli Tacos;IT1042602;Main Course;29
RE10426;Mexican;Chicken Quasedillas;IT1042603;Main Course;23
RE10426;Mexican;Grilled Pork;IT1042604;Main Course;25
RE10426;Mexican;Pork Burritos;IT1042605;Main Course;15
RE10427;Mexican;Fire Burrito;IT1042701;Main Course;15
RE10427;Mexican;Chilli Tacos;IT1042702;Main Course;22
RE10427;Mexican;Chicken Quasedillas;IT1042703;Main Course;12
RE10427;Mexican;Grilled Pork;IT1042704;Main Course;20
RE10427;Mexican;Pork Burritos;IT1042705;Main Course;12
RE10428;American;Artichoke Salad;IT1042801;Starter;7
RE10428;American;Cobb Salad;IT1042802;Starter;12
RE10428;American;Grilled Salmon;IT1042803;Main Course;29
RE10428;American;New York Steak;IT1042804;Main Course;29
RE10428;American;Turkey Sandwich;IT1042805;Main Course;21
RE10430;Breakfast-Brunch;English Breakfast;IT1043001;Main Course;14
RE10430;Breakfast-Brunch;Continental Breakfast;IT1043002;Main Course;26
RE10430;Breakfast-Brunch;Farm Fresh Breakfast;IT1043003;Main Course;12
RE10430;Breakfast-Brunch;Double Espresso;IT1043004;Drink;7
RE10430;Breakfast-Brunch;Strawberry Smoothie;IT1043005;Drink;5
RE10431;Burgers;Chicken Burger;IT1043101;Main Course;26
RE10431;Burgers;Hamburger;IT1043102;Main Course;24
RE10431;Burgers;Beef Burger;IT1043103;Main Course;16
RE10431;Burgers;Mixed Burger;IT1043104;Main Course;27
RE10431;Burgers;Soda;IT1043105;Drink;9
RE10432;Cafe-Coffee_Shop;Cappuccino;IT1043201;Drink;6
RE10432;Cafe-Coffee_Shop;Glace;IT1043202;Drink;9
RE10432;Cafe-Coffee_Shop;Latte;IT1043203;Drink;9
RE10432;Cafe-Coffee_Shop;Cocoa;IT1043204;Drink;9
RE10432;Cafe-Coffee_Shop;Mocha;IT1043205;Drink;7
RE10433;Cafeteria;Popcorn Chicken;IT1043301;Starter;7
RE10433;Cafeteria;Club Mix;IT1043302;Main Course;19
RE10433;Cafeteria;Classic Cheese Pizza;IT1043303;Main Course;17
RE10433;Cafeteria;Frozen Fruit Cup;IT1043304;Dessert;11
RE10433;Cafeteria;Milkshake;IT1043305;Drink;5
RE10434;Diner;Fried Eggs;IT1043401;Main Course;29
RE10434;Diner;Milkshake;IT1043402;Drink;8
RE10434;Diner;Chicken Pasta;IT1043403;Main Course;20
RE10434;Diner;Pizza Rolls;IT1043404;Starter;5
RE10434;Diner;Soda;IT1043405;Drink;9
RE10435;Family;Stuffed Breadsticks;IT1043501;Starter;7
RE10435;Family;Garlic Bread;IT1043502;Starter;7
RE10435;Family;Sweet Corn Soup;IT1043503;Starter;8
RE10435;Family;Beef Burger;IT1043504;Main Course;22
RE10435;Family;Soda;IT1043505;Drink;9
RE10436;Mexican;Fire Burrito;IT1043601;Main Course;17
RE10436;Mexican;Chilli Tacos;IT1043602;Main Course;25
RE10436;Mexican;Chicken Quasedillas;IT1043603;Main Course;10
RE10436;Mexican;Grilled Pork;IT1043604;Main Course;22
RE10436;Mexican;Pork Burritos;IT1043605;Main Course;27
RE10437;Family;Stuffed Breadsticks;IT1043701;Starter;14
RE10437;Family;Garlic Bread;IT1043702;Starter;8
RE10437;Family;Sweet Corn Soup;IT1043703;Starter;5
RE10437;Family;Beef Burger;IT1043704;Main Course;13
RE10437;Family;Soda;IT1043705;Drink;6
RE10438;Mexican;Fire Burrito;IT1043801;Main Course;21
RE10438;Mexican;Chilli Tacos;IT1043802;Main Course;16
RE10438;Mexican;Chicken Quasedillas;IT1043803;Main Course;13
RE10438;Mexican;Grilled Pork;IT1043804;Main Course;11
RE10438;Mexican;Pork Burritos;IT1043805;Main Course;24
RE10439;Mexican;Fire Burrito;IT1043901;Main Course;24
RE10439;Mexican;Chilli Tacos;IT1043902;Main Course;17
RE10439;Mexican;Chicken Quasedillas;IT1043903;Main Course;12
RE10439;Mexican;Grilled Pork;IT1043904;Main Course;18
RE10439;Mexican;Pork Burritos;IT1043905;Main Course;12
RE10440;Japanese;Chukka Salad;IT1044001;Starter;14
RE10440;Japanese;Takitori;IT1044002;Starter;13
RE10440;Japanese;Pork Teriyaki;IT1044003;Main Course;22
RE10440;Japanese;Gunkan With Cucumber;IT1044004;Main Course;15
RE10440;Japanese;Roll with Walnuts;IT1044005;Starter;8
RE10441;Spanish;Virgin Mojito;IT1044101;Drink;9
RE10441;Spanish;Chicken Parmesan;IT1044102;Main Course;23
RE10441;Spanish;Enchiladas;IT1044103;Main Course;18
RE10441;Spanish;Stuffed Fish Fillet;IT1044104;Main Course;15
RE10441;Spanish;Marinated Pork Fillet;IT1044105;Main Course;21
RE10442;Mexican;Fire Burrito;IT1044201;Main Course;13
RE10442;Mexican;Chilli Tacos;IT1044202;Main Course;20
RE10442;Mexican;Chicken Quasedillas;IT1044203;Main Course;21
RE10442;Mexican;Grilled Pork;IT1044204;Main Course;18
RE10442;Mexican;Pork Burritos;IT1044205;Main Course;28
RE10443;Family;Stuffed Breadsticks;IT1044301;Starter;7
RE10443;Family;Garlic Bread;IT1044302;Starter;5
RE10443;Family;Sweet Corn Soup;IT1044303;Starter;5
RE10443;Family;Beef Burger;IT1044304;Main Course;27
RE10443;Family;Soda;IT1044305;Drink;8
RE10444;Vietnamese;Pho Nam;IT1044401;Main Course;23
RE10444;Vietnamese;Hu Tieu Kho;IT1044402;Main Course;10
RE10444;Vietnamese;Hu Tieu Tom;IT1044403;Starter;6
RE10444;Vietnamese;Soda;IT1044404;Drink;7
RE10444;Vietnamese;Beef Noodles;IT1044405;Main Course;14
RE10445;Japanese;Chukka Salad;IT1044501;Starter;11
RE10445;Japanese;Takitori;IT1044502;Starter;12
RE10445;Japanese;Pork Teriyaki;IT1044503;Main Course;22
RE10445;Japanese;Gunkan With Cucumber;IT1044504;Main Course;21
RE10445;Japanese;Roll with Walnuts;IT1044505;Starter;8
RE10446;Mexican;Fire Burrito;IT1044601;Main Course;27
RE10446;Mexican;Chilli Tacos;IT1044602;Main Course;11
RE10446;Mexican;Chicken Quasedillas;IT1044603;Main Course;23
RE10446;Mexican;Grilled Pork;IT1044604;Main Course;19
RE10446;Mexican;Pork Burritos;IT1044605;Main Course;25
RE10447;Mexican;Fire Burrito;IT1044701;Main Course;10
RE10447;Mexican;Chilli Tacos;IT1044702;Main Course;10
RE10447;Mexican;Chicken Quasedillas;IT1044703;Main Course;21
RE10447;Mexican;Grilled Pork;IT1044704;Main Course;28
RE10447;Mexican;Pork Burritos;IT1044705;Main Course;29
RE10448;Mexican;Fire Burrito;IT1044801;Main Course;13
RE10448;Mexican;Chilli Tacos;IT1044802;Main Course;14
RE10448;Mexican;Chicken Quasedillas;IT1044803;Main Course;24
RE10448;Mexican;Grilled Pork;IT1044804;Main Course;22
RE10448;Mexican;Pork Burritos;IT1044805;Main Course;25
RE10449;Mexican;Fire Burrito;IT1044901;Main Course;19
RE10449;Mexican;Chilli Tacos;IT1044902;Main Course;29
RE10449;Mexican;Chicken Quasedillas;IT1044903;Main Course;27
RE10449;Mexican;Grilled Pork;IT1044904;Main Course;18
RE10449;Mexican;Pork Burritos;IT1044905;Main Course;25
RE10450;Mexican;Fire Burrito;IT1045001;Main Course;20
RE10450;Mexican;Chilli Tacos;IT1045002;Main Course;21
RE10450;Mexican;Chicken Quasedillas;IT1045003;Main Course;11
RE10450;Mexican;Grilled Pork;IT1045004;Main Course;17
RE10450;Mexican;Pork Burritos;IT1045005;Main Course;22
RE10451;Mexican;Fire Burrito;IT1045101;Main Course;18
RE10451;Mexican;Chilli Tacos;IT1045102;Main Course;16
RE10451;Mexican;Chicken Quasedillas;IT1045103;Main Course;22
RE10451;Mexican;Grilled Pork;IT1045104;Main Course;16
RE10451;Mexican;Pork Burritos;IT1045105;Main Course;16
RE10452;Mexican;Fire Burrito;IT1045201;Main Course;13
RE10452;Mexican;Chilli Tacos;IT1045202;Main Course;27
RE10452;Mexican;Chicken Quasedillas;IT1045203;Main Course;15
RE10452;Mexican;Grilled Pork;IT1045204;Main Course;28
RE10452;Mexican;Pork Burritos;IT1045205;Main Course;15
RE10453;Italian;Bruschetta;IT1045301;Starter;13
RE10453;Italian;Pepperoni Pizza;IT1045302;Main Course;14
RE10453;Italian;Bolognese Pasta;IT1045303;Main Course;19
RE10453;Italian;Smoked Mushroom Soup;IT1045304;Starter;8
RE10453;Italian;Tiramisu;IT1045305;Dessert;7
RE10454;Mexican;Fire Burrito;IT1045401;Main Course;13
RE10454;Mexican;Chilli Tacos;IT1045402;Main Course;26
RE10454;Mexican;Chicken Quasedillas;IT1045403;Main Course;27
RE10454;Mexican;Grilled Pork;IT1045404;Main Course;13
RE10454;Mexican;Pork Burritos;IT1045405;Main Course;13
RE10455;Mexican;Fire Burrito;IT1045501;Main Course;15
RE10455;Mexican;Chilli Tacos;IT1045502;Main Course;25
RE10455;Mexican;Chicken Quasedillas;IT1045503;Main Course;15
RE10455;Mexican;Grilled Pork;IT1045504;Main Course;15
RE10455;Mexican;Pork Burritos;IT1045505;Main Course;23
RE10456;Mexican;Fire Burrito;IT1045601;Main Course;20
RE10456;Mexican;Chilli Tacos;IT1045602;Main Course;22
RE10456;Mexican;Chicken Quasedillas;IT1045603;Main Course;20
RE10456;Mexican;Grilled Pork;IT1045604;Main Course;10
RE10456;Mexican;Pork Burritos;IT1045605;Main Course;13
RE10457;Cafeteria;Popcorn Chicken;IT1045701;Starter;11
RE10457;Cafeteria;Club Mix;IT1045702;Main Course;10
RE10457;Cafeteria;Classic Cheese Pizza;IT1045703;Main Course;19
RE10457;Cafeteria;Frozen Fruit Cup;IT1045704;Dessert;12
RE10457;Cafeteria;Milkshake;IT1045705;Drink;7
RE10458;Burgers;Chicken Burger;IT1045801;Main Course;10
RE10458;Burgers;Hamburger;IT1045802;Main Course;12
RE10458;Burgers;Beef Burger;IT1045803;Main Course;15
RE10458;Burgers;Mixed Burger;IT1045804;Main Course;20
RE10458;Burgers;Soda;IT1045805;Drink;5
RE10459;Burgers;Chicken Burger;IT1045901;Main Course;25
