ORDERID	ORDERCREATEDBY	ORDERCREATEDON	CUSTOMERID	RESTAURANTID	ADDRESSID	TotalQuantity	TotalGrossAmount	TotalNetAmount	TaxAmount	PAYMENTMETHOD	DeliveryType	DeliveryRate	BillAmount	PAYMENTMETHOD	FOODRATING	SERVICERATING	OVERALLRATING
5000024121	EMP14436	05.06.20	C190401	RE10535	CA101615	3	63	55.125	7.875	Card	Free	0	63	Card	4	4	4
5000024122	EMP14475	05.06.20	C156723	RE10574	CA107000	5	96	84.000	12.000	Card	FlatRate	07. May	103.5	Card	4	5	4,5
5000024123	EMP13334	05.06.20	C120594	RE10433	CA101748	4	22	19.250	2.750	Card	Free	0	22	Card	4	4	4
5000024124	EMP12466	05.06.20	C167757	RE10565	CA106890	1	24	21.000	3.000	Card	FlatRate	07. May	31. May	Card	3	5	4
5000024125	EMP14418	05.06.20	C178686	RE10517	CA101374	4	36	31.500	4.500	Card	FlatRate	5	41	Card	2	4	3
5000024126	EMP12376	05.06.20	C123704	RE10475	CA105993	7	156	136.500	19.500	Card	Free	0	156	Card	3	4	3,5
5000024127	EMP14373	05.06.20	C132059	RE10472	CA107812	2	40	35.000	5.000	Cash	Free	0	40	Cash	5	2	3,5
5000024128	EMP14388	05.06.20	C138608	RE10487	CA109499	8	127	111.125	15.875	Cash	Free	0	127	Cash	4	5	4,5
5000024129	EMP11457	05.06.20	C169248	RE10556	CA104598	2	44	38.500	5.500	Card	Free	0	44	Card	2	2	2
5000024130	EMP11490	05.06.20	C162053	RE10589	CA105087	7	82	71.750	10.250	Card	Free	0	82	Card	2	1	1,5
5000024131	EMP12157	05.06.20	C113339	RE10256	CA109365	4	62	54.250	7.750	Card	FlatRate	10	72	Card	4	5	4,5
5000024132	EMP14046	05.06.20	C131934	RE10145	CA101602	7	67	58.625	8.375	Cash	Free	0	67	Cash	2	3	2,5
5000024133	EMP11439	05.06.20	C162764	RE10538	CA106691	3	66	57.750	8.250	Card	FlatRate	07. May	73.5	Card	4	4	4
5000024134	EMP14478	05.06.20	C146047	RE10577	CA104804	5	90	78.750	11.250	Card	FlatRate	07. May	97.5	Card	4	1	2,5
5000024135	EMP11304	05.06.20	C154352	RE10403	CA104120	1	26	22.750	3.250	Cash	FlatRate	07. May	33.5	Cash	5	4	4,5
5000024136	EMP11313	05.06.20	C118672	RE10412	CA101853	3	45	39.375	5.625	Card	Free	0	45	Card	4	2	3
5000024137	EMP12274	05.06.20	C191321	RE10373	CA103147	5	69	60.375	8.625	Card	FlatRate	10	79	Card	2	5	3,5
5000024138	EMP13271	05.06.20	C145863	RE10370	CA104234	4	68	59.500	8.500	Card	Free	0	68	Card	2	3	2,5
5000024139	EMP12094	05.06.20	C198501	RE10193	CA109312	2	22	19.250	2.750	Cash	Free	0	22	Cash	1	2	1,5
5000024140	EMP14475	05.06.20	C196911	RE10574	CA107540	6	100	87.500	12.500	Card	FlatRate	07. May	107.5	Card	2	2	2
5000024141	EMP12406	05.06.20	C145908	RE10505	CA103482	3	66	57.750	8.250	Card	FlatRate	5	71	Card	5	3	4
5000024142	EMP11448	05.06.20	C133944	RE10547	CA109369	8	174	152.250	21.750	Card	Free	0	174	Card	3	5	4
5000024143	EMP14208	05.06.20	C147334	RE10307	CA104248	4	69	60.375	8.625	Card	Free	0	69	Card	3	3	3
5000024144	EMP13313	05.06.20	C190128	RE10412	CA104209	4	90	78.750	11.250	Cash	Free	0	90	Cash	1	5	3
5000024145	EMP13400	05.06.20	C195413	RE10499	CA101642	3	69	60.375	8.625	Card	Free	0	69	Card	5	1	3
5000024146	EMP14010	05.06.20	C115013	RE10109	CA106921	3	60	52.500	7.500	Cash	Free	0	60	Cash	1	4	2,5
5000024147	EMP13466	05.06.20	C178686	RE10565	CA101374	5	43	37.625	5.375	Card	FlatRate	07. May	50.5	Card	5	3	4
5000024148	EMP13343	05.06.20	C140634	RE10442	CA106624	1	14	12.250	1.750	Card	FlatRate	5	19	Card	3	1	2
5000024149	EMP12073	05.06.20	C188518	RE10172	CA101218	8	128	112.000	16.000	Cash	FlatRate	10	138	Cash	4	3	3,5
5000024150	EMP13010	05.06.20	C179541	RE10109	CA102677	8	148	129.500	18.500	Cash	Free	0	148	Cash	4	5	4,5
5000024151	EMP12353	06.06.20	C163705	RE10452	CA104362	4	94	82.250	11.750	Cash	Free	0	94	Cash	4	3	3,5
5000024152	EMP12407	06.06.20	C158722	RE10506	CA108421	4	27	23.625	3.375	Cash	FlatRate	5	32	Cash	3	1	2
5000024153	EMP14398	06.06.20	C110074	RE10497	CA103383	5	131	114.625	16.375	Cash	FlatRate	07. May	138.5	Cash	4	4	4
5000024154	EMP14404	06.06.20	C121545	RE10503	CA100835	4	104	91.000	13.000	Card	Free	0	104	Card	1	5	3
5000024155	EMP12482	06.06.20	C101499	RE10581	CA106656	3	48	42.000	6.000	Card	Free	0	48	Card	5	2	3,5
5000024156	EMP11269	06.06.20	C126921	RE10368	CA108067	2	30	26.250	3.750	Card	FlatRate	5	35	Card	3	1	2
5000024157	EMP13107	06.06.20	C156550	RE10206	CA100293	4	86	75.250	10.750	Card	Free	0	86	Card	5	3	4
5000024158	EMP14395	06.06.20	C164633	RE10494	CA100977	4	93	81.375	11.625	Card	FlatRate	10	103	Card	3	4	3,5
5000024159	EMP14200	06.06.20	C151506	RE10299	CA101761	1	9	7.875	1.125	Card	Free	0	9	Card	1	4	2,5
5000024160	EMP12137	06.06.20	C113031	RE10236	CA100992	4	38	33.250	4.750	Card	FlatRate	07. May	45.5	Card	2	4	3
5000024161	EMP11437	06.06.20	C132365	RE10536	CA100954	1	29	25.375	3.625	Cash	Free	0	29	Cash	1	3	2
5000024162	EMP14089	06.06.20	C129708	RE10188	CA109197	6	147	128.625	18.375	Cash	Free	0	147	Cash	5	1	3
5000024163	EMP11212	06.06.20	C141142	RE10311	CA101235	5	100	87.500	12.500	Card	Free	0	100	Card	4	5	4,5
5000024164	EMP14233	06.06.20	C115594	RE10332	CA102448	7	110	96.250	13.750	Card	Free	0	110	Card	5	3	4
5000024165	EMP11203	06.06.20	C144176	RE10302	CA101409	3	72	63.000	9.000	Card	Free	0	72	Card	5	5	5
5000024166	EMP14161	06.06.20	C136496	RE10260	CA102607	3	69	60.375	8.625	Card	FlatRate	07. May	76.5	Card	5	2	3,5
5000024167	EMP14014	06.06.20	C193583	RE10113	CA107918	5	98	85.750	12.250	Card	Free	0	98	Card	1	5	3
5000024168	EMP11377	06.06.20	C101906	RE10476	CA100825	1	21	18.375	2.625	Cash	Free	0	21	Cash	1	5	3
5000024169	EMP11332	06.06.20	C135331	RE10431	CA107983	6	111	97.125	13.875	Card	Free	0	111	Card	4	5	4,5
5000024170	EMP13272	06.06.20	C121003	RE10371	CA101517	1	13	11.375	1.625	Card	Free	0	13	Card	2	5	3,5
5000024171	EMP11464	06.06.20	C130864	RE10563	CA104918	3	63	55.125	7.875	Card	Free	0	63	Card	2	3	2,5
5000024172	EMP12041	06.06.20	C198892	RE10140	CA108007	5	92	80.500	11.500	Card	FlatRate	07. May	99.5	Card	4	4	4
5000024173	EMP12212	06.06.20	C196038	RE10311	CA102866	4	62	54.250	7.750	Card	Free	0	62	Card	3	2	2,5
5000024174	EMP13080	06.06.20	C188090	RE10179	CA106440	4	36	31.500	4.500	Card	Free	0	36	Card	2	2	2
5000024175	EMP14329	06.06.20	C138551	RE10428	CA100341	6	141	123.375	17.625	Card	Free	0	141	Card	1	5	3
5000024176	EMP13215	06.06.20	C136874	RE10314	CA104093	3	27	23.625	3.375	Card	Free	0	27	Card	3	1	2
5000024177	EMP13047	06.06.20	C121710	RE10146	CA106521	3	78	68.250	9.750	Card	Free	0	78	Card	1	2	1,5
5000024178	EMP13035	06.06.20	C135929	RE10134	CA106885	5	95	83.125	11.875	Card	Free	0	95	Card	1	5	3
5000024179	EMP11029	06.06.20	C152750	RE10128	CA101345	6	114	99.750	14.250	Cash	Free	0	114	Cash	3	3	3
5000024180	EMP14245	06.06.20	C113031	RE10344	CA100992	6	156	136.500	19.500	Card	FlatRate	10	166	Card	5	1	3
5000024181	EMP11341	06.06.20	C172608	RE10440	CA104451	5	74	64.750	9.250	Card	Free	0	74	Card	5	2	3,5
5000024182	EMP12305	06.06.20	C193583	RE10404	CA107918	4	96	84.000	12.000	Card	FlatRate	10	106	Card	2	2	2
5000024183	EMP12212	06.06.20	C138155	RE10311	CA103876	3	42	36.750	5.250	Cash	Free	0	42	Cash	1	3	2
5000024184	EMP11479	06.06.20	C191971	RE10578	CA109370	6	99	86.625	12.375	Card	FlatRate	10	109	Card	2	4	3
5000024185	EMP14083	06.06.20	C156235	RE10182	CA108230	3	72	63.000	9.000	Card	FlatRate	07. May	79.5	Card	4	2	3
5000024186	EMP13050	06.06.20	C170410	RE10149	CA102415	1	8	7.000	1.000	Cash	Free	0	8	Cash	4	2	3
5000024187	EMP12143	06.06.20	C126220	RE10242	CA107023	7	92	80.500	11.500	Card	FlatRate	5	97	Card	1	1	1
5000024188	EMP14446	06.06.20	C169738	RE10545	CA104593	1	20	17.500	2.500	Card	FlatRate	5	25	Card	1	1	1
5000024189	EMP14167	06.06.20	C135110	RE10266	CA101071	4	78	68.250	9.750	Cash	Free	0	78	Cash	4	4	4
5000024190	EMP13374	06.06.20	C190189	RE10473	CA105564	1	15	13.125	1.875	Cash	Free	0	15	Cash	2	1	1,5
5000024191	EMP12455	06.06.20	C192682	RE10554	CA102932	3	57	49.875	7.125	Cash	FlatRate	10	67	Cash	5	3	4
5000024192	EMP14062	06.06.20	C196911	RE10161	CA107540	4	79	69.125	9.875	Card	Free	0	79	Card	1	5	3
5000024193	EMP12437	06.06.20	C116900	RE10536	CA106271	2	58	50.750	7.250	Cash	Free	0	58	Cash	3	5	4
5000024194	EMP14257	06.06.20	C150365	RE10356	CA102170	8	137	119.875	17.125	Card	FlatRate	5	142	Card	3	2	2,5
5000024195	EMP11071	06.06.20	C109746	RE10170	CA105609	2	14	12.250	1.750	Card	Free	0	14	Card	2	1	1,5
5000024196	EMP12047	06.06.20	C161072	RE10146	CA109924	1	24	21.000	3.000	Card	Free	0	24	Card	1	3	2
5000024197	EMP12371	06.06.20	C170334	RE10470	CA102149	5	100	87.500	12.500	Card	Free	0	100	Card	4	1	2,5
5000024198	EMP13410	06.06.20	C185178	RE10509	CA103770	8	179	156.625	22.375	Cash	FlatRate	10	189	Cash	4	5	4,5
5000024199	EMP14197	06.06.20	C170691	RE10296	CA102217	8	120	105.000	15.000	Card	FlatRate	5	125	Card	5	3	4
5000024200	EMP11458	06.06.20	C148899	RE10557	CA106321	5	94	82.250	11.750	Card	FlatRate	5	99	Card	2	1	1,5
5000024201	EMP12179	06.06.20	C178686	RE10278	CA101374	3	57	49.875	7.125	Cash	Free	0	57	Cash	4	1	2,5
5000024202	EMP14345	07.06.20	C147351	RE10444	CA103238	3	24	21.000	3.000	Cash	FlatRate	5	29	Cash	5	4	4,5
5000024203	EMP14198	07.06.20	C160803	RE10297	CA101182	5	101	88.375	12.625	Card	FlatRate	5	106	Card	5	2	3,5
5000024204	EMP13009	07.06.20	C170334	RE10108	CA102149	1	25	21.875	3.125	Card	Free	0	25	Card	2	5	3,5
5000024205	EMP13387	07.06.20	C160639	RE10486	CA108613	5	89	77.875	11.125	Card	FlatRate	07. May	96.5	Card	3	3	3
5000024206	EMP12123	07.06.20	C120686	RE10222	CA106859	9	54	47.250	6.750	Cash	FlatRate	5	59	Cash	1	3	2
5000024207	EMP14321	07.06.20	C107882	RE10420	CA106662	3	33	28.875	4.125	Cash	Free	0	33	Cash	2	1	1,5
5000024208	EMP13363	07.06.20	C164764	RE10462	CA107504	4	58	50.750	7.250	Cash	FlatRate	07. May	65.5	Cash	5	1	3
5000024209	EMP13465	07.06.20	C176887	RE10564	CA100974	6	139	121.625	17.375	Card	FlatRate	10	149	Card	1	2	1,5
5000024210	EMP14138	07.06.20	C102535	RE10237	CA109275	8	85	74.375	10.625	Card	Free	0	85	Card	1	3	2
5000024211	EMP14138	07.06.20	C101498	RE10237	CA108184	4	89	77.875	11.125	Card	Free	0	89	Card	4	3	3,5
5000024212	EMP13009	07.06.20	C111940	RE10108	CA106114	8	115	100.625	14.375	Cash	Free	0	115	Cash	2	5	3,5
5000024213	EMP14105	07.06.20	C159310	RE10204	CA101922	1	6	5.250	0.750	Card	FlatRate	07. May	13. May	Card	1	2	1,5
5000024214	EMP11126	07.06.20	C187880	RE10225	CA103525	3	53	46.375	6.625	Card	Free	0	53	Card	2	4	3
5000024215	EMP12243	07.06.20	C135954	RE10342	CA101925	2	58	50.750	7.250	Cash	Free	0	58	Cash	4	4	4
5000024216	EMP14297	07.06.20	C154524	RE10396	CA104207	5	120	105.000	15.000	Card	FlatRate	07. May	127.5	Card	5	1	3
5000024217	EMP13414	07.06.20	C165105	RE10513	CA100699	3	18	15.750	2.250	Cash	Free	0	18	Cash	5	2	3,5
5000024218	EMP12195	07.06.20	C164069	RE10294	CA104095	4	66	57.750	8.250	Card	Free	0	66	Card	3	1	2
5000024219	EMP11150	07.06.20	C148451	RE10249	CA105679	2	16	14.000	2.000	Card	Free	0	16	Card	3	4	3,5
5000024220	EMP14132	07.06.20	C102535	RE10231	CA109275	6	99	86.625	12.375	Cash	Free	0	99	Cash	5	3	4
5000024221	EMP12372	07.06.20	C165378	RE10471	CA103036	5	130	113.750	16.250	Card	Free	0	130	Card	5	5	5
5000024222	EMP12204	07.06.20	C138155	RE10303	CA103876	1	19	16.625	2.375	Cash	FlatRate	07. May	26. May	Cash	3	3	3
5000024223	EMP11231	07.06.20	C173030	RE10330	CA105786	3	33	28.875	4.125	Card	Free	0	33	Card	2	1	1,5
5000024224	EMP11036	07.06.20	C192823	RE10135	CA107625	1	10	8.750	1.250	Card	FlatRate	10	20	Card	1	2	1,5
5000024225	EMP11414	07.06.20	C106879	RE10513	CA102369	6	43	37.625	5.375	Card	Free	0	43	Card	5	5	5
5000024226	EMP11051	07.06.20	C194338	RE10150	CA100652	2	42	36.750	5.250	Card	Free	0	42	Card	4	5	4,5
5000024227	EMP12465	07.06.20	C127245	RE10564	CA101912	4	88	77.000	11.000	Card	FlatRate	10	98	Card	5	3	4
5000024228	EMP11393	07.06.20	C115063	RE10492	CA106895	7	91	79.625	11.375	Card	Free	0	91	Card	1	2	1,5
5000024229	EMP11306	07.06.20	C192174	RE10405	CA103472	2	26	22.750	3.250	Card	FlatRate	07. May	33.5	Card	4	1	2,5
5000024230	EMP14009	07.06.20	C157511	RE10108	CA108932	7	101	88.375	12.625	Card	Free	0	101	Card	3	2	2,5
5000024231	EMP11453	07.06.20	C188090	RE10552	CA106440	6	99	86.625	12.375	Card	Free	0	99	Card	4	4	4
5000024232	EMP11084	07.06.20	C172837	RE10183	CA105544	3	40	35.000	5.000	Card	FlatRate	5	45	Card	2	1	1,5
5000024233	EMP12117	07.06.20	C143171	RE10216	CA104356	6	104	91.000	13.000	Card	FlatRate	10	114	Card	4	4	4
5000024234	EMP11444	07.06.20	C165378	RE10543	CA103036	2	38	33.250	4.750	Cash	Free	0	38	Cash	4	3	3,5
5000024235	EMP11414	07.06.20	C165323	RE10513	CA105736	3	15	13.125	1.875	Cash	Free	0	15	Cash	4	2	3
5000024236	EMP13009	07.06.20	C144560	RE10108	CA104417	4	93	81.375	11.625	Card	Free	0	93	Card	4	3	3,5
5000024237	EMP14042	07.06.20	C122862	RE10141	CA100379	3	24	21.000	3.000	Card	Free	0	24	Card	1	3	2
5000024238	EMP11348	07.06.20	C139381	RE10447	CA108883	4	86	75.250	10.750	Cash	Free	0	86	Cash	3	2	2,5
5000024239	EMP13039	07.06.20	C196038	RE10138	CA102866	2	28	24.500	3.500	Card	Free	0	28	Card	2	4	3
5000024240	EMP11414	07.06.20	C156282	RE10513	CA109312	5	29	25.375	3.625	Card	Free	0	29	Card	1	5	3
5000024241	EMP14234	07.06.20	C156550	RE10333	CA100293	8	116	101.500	14.500	Cash	FlatRate	07. May	123.5	Cash	4	4	4
5000024242	EMP12060	07.06.20	C107569	RE10159	CA108945	5	37	32.375	4.625	Cash	Free	0	37	Cash	4	3	3,5
5000024243	EMP11009	07.06.20	C149161	RE10108	CA100195	1	17	14.875	2.125	Card	Free	0	17	Card	4	5	4,5
5000024244	EMP13369	07.06.20	C135110	RE10468	CA101071	3	56	49.000	7.000	Cash	Free	0	56	Cash	4	3	3,5
5000024245	EMP13132	07.06.20	C113339	RE10231	CA109365	3	60	52.500	7.500	Cash	Free	0	60	Cash	5	4	4,5
5000024246	EMP11213	07.06.20	C122928	RE10312	CA101493	5	38	33.250	4.750	Cash	Free	0	38	Cash	5	1	3
5000024247	EMP14192	07.06.20	C135954	RE10291	CA101925	4	98	85.750	12.250	Card	Free	0	98	Card	3	1	2
5000024248	EMP14300	07.06.20	C122401	RE10399	CA107318	3	48	42.000	6.000	Cash	Free	0	48	Cash	2	2	2
5000024249	EMP14159	07.06.20	C134246	RE10258	CA105175	2	12	10.500	1.500	Card	Free	0	12	Card	2	1	1,5
5000024250	EMP13246	07.06.20	C136874	RE10345	CA104093	3	57	49.875	7.125	Card	FlatRate	07. May	64.5	Card	4	2	3
5000024251	EMP14480	07.06.20	C175084	RE10579	CA109076	3	64	56.000	8.000	Card	Free	0	64	Card	2	4	3
5000024252	EMP12159	07.06.20	C186744	RE10258	CA107870	3	32	28.000	4.000	Card	Free	0	32	Card	3	5	4
5000024253	EMP14018	07.06.20	C187340	RE10117	CA104204	2	38	33.250	4.750	Card	Free	0	38	Card	5	2	3,5
5000024254	EMP14153	07.06.20	C157511	RE10252	CA108932	2	24	21.000	3.000	Cash	FlatRate	10	34	Cash	2	1	1,5
5000024255	EMP11408	07.06.20	C110879	RE10507	CA107180	2	39	34.125	4.875	Cash	Free	0	39	Cash	5	1	3
5000024256	EMP11318	07.06.20	C167787	RE10417	CA102855	3	18	15.750	2.250	Card	FlatRate	10	28	Card	4	2	3
5000024257	EMP14447	07.06.20	C165105	RE10546	CA100699	5	55	48.125	6.875	Card	FlatRate	5	60	Card	4	3	3,5
5000024258	EMP14486	07.06.20	C128064	RE10585	CA105920	8	64	56.000	8.000	Card	FlatRate	07. May	71.5	Card	3	1	2
5000024259	EMP14360	07.06.20	C162725	RE10459	CA104902	5	123	107.625	15.375	Card	Free	0	123	Card	4	4	4
5000024260	EMP14309	07.06.20	C152236	RE10408	CA109459	3	66	57.750	8.250	Cash	FlatRate	07. May	73.5	Cash	3	2	2,5
5000024261	EMP13282	07.06.20	C101402	RE10381	CA101970	6	156	136.500	19.500	Card	FlatRate	5	161	Card	5	3	4
5000024262	EMP14384	07.06.20	C122178	RE10483	CA106823	2	24	21.000	3.000	Cash	Free	0	24	Cash	4	1	2,5
5000024263	EMP13010	08.06.20	C154627	RE10109	CA100103	5	100	87.500	12.500	Card	Free	0	100	Card	1	3	2
5000024264	EMP11010	08.06.20	C182561	RE10109	CA105937	2	48	42.000	6.000	Card	Free	0	48	Card	1	4	2,5
5000024265	EMP12097	08.06.20	C176887	RE10196	CA100974	9	198	173.250	24.750	Cash	FlatRate	10	208	Cash	1	4	2,5
5000024266	EMP13052	08.06.20	C174733	RE10151	CA107010	3	27	23.625	3.375	Cash	Free	0	27	Cash	3	3	3
5000024267	EMP12499	08.06.20	C138983	RE10598	CA100575	2	58	50.750	7.250	Cash	FlatRate	07. May	65.5	Cash	1	3	2
5000024268	EMP11202	08.06.20	C143936	RE10301	CA106847	7	128	112.000	16.000	Card	FlatRate	5	133	Card	1	5	3
5000024269	EMP12274	08.06.20	C112430	RE10373	CA104039	4	63	55.125	7.875	Card	FlatRate	10	73	Card	2	4	3
5000024270	EMP11058	08.06.20	C172608	RE10157	CA104451	3	50	43.750	6.250	Cash	Free	0	50	Cash	1	3	2
5000024271	EMP12274	08.06.20	C131057	RE10373	CA106961	7	51	44.625	6.375	Card	FlatRate	10	61	Card	3	4	3,5
5000024272	EMP14319	08.06.20	C115909	RE10418	CA100950	8	139	121.625	17.375	Cash	Free	0	139	Cash	3	1	2
5000024273	EMP12022	08.06.20	C114916	RE10121	CA106255	3	39	34.125	4.875	Card	Free	0	39	Card	3	2	2,5
5000024274	EMP12052	08.06.20	C152236	RE10151	CA109459	7	57	49.875	7.125	Card	Free	0	57	Card	3	4	3,5
5000024275	EMP11307	08.06.20	C181640	RE10406	CA104028	4	48	42.000	6.000	Cash	Free	0	48	Cash	4	3	3,5
5000024276	EMP13262	08.06.20	C182421	RE10361	CA103060	3	56	49.000	7.000	Card	FlatRate	07. May	63.5	Card	2	1	1,5
5000024277	EMP12478	08.06.20	C163479	RE10577	CA103628	2	48	42.000	6.000	Card	FlatRate	07. May	55.5	Card	2	1	1,5
5000024278	EMP11382	08.06.20	C110074	RE10481	CA103383	4	116	101.500	14.500	Card	Free	0	116	Card	1	1	1
5000024279	EMP13001	08.06.20	C101972	RE10100	CA103378	5	112	98.000	14.000	Cash	FlatRate	07. May	119.5	Cash	5	4	4,5
5000024280	EMP12106	08.06.20	C168092	RE10205	CA101578	8	59	51.625	7.375	Cash	Free	0	59	Cash	5	1	3
5000024281	EMP11157	08.06.20	C153663	RE10256	CA107914	3	18	15.750	2.250	Card	FlatRate	10	28	Card	2	1	1,5
5000024282	EMP14073	08.06.20	C199823	RE10172	CA104373	3	39	34.125	4.875	Cash	FlatRate	10	49	Cash	1	4	2,5
5000024283	EMP12193	08.06.20	C123221	RE10292	CA104345	6	132	115.500	16.500	Card	Free	0	132	Card	1	4	2,5
5000024284	EMP13007	08.06.20	C136680	RE10106	CA105784	2	10	8.750	1.250	Card	Free	0	10	Card	3	5	4
5000024285	EMP13271	08.06.20	C163864	RE10370	CA104764	4	20	17.500	2.500	Cash	Free	0	20	Cash	5	3	4
5000024286	EMP12340	08.06.20	C154627	RE10439	CA100103	4	70	61.250	8.750	Card	Free	0	70	Card	4	4	4
5000024287	EMP14109	08.06.20	C136496	RE10208	CA102607	4	86	75.250	10.750	Card	Free	0	86	Card	3	3	3
5000024288	EMP14232	08.06.20	C157511	RE10331	CA108932	4	92	80.500	11.500	Cash	Free	0	92	Cash	4	1	2,5
5000024289	EMP13151	08.06.20	C139644	RE10250	CA101082	4	104	91.000	13.000	Card	Free	0	104	Card	4	3	3,5
5000024290	EMP14313	08.06.20	C113339	RE10412	CA109365	4	58	50.750	7.250	Card	Free	0	58	Card	4	2	3
5000024291	EMP11478	08.06.20	C117781	RE10577	CA107137	3	57	49.875	7.125	Card	FlatRate	07. May	64.5	Card	1	5	3
5000024292	EMP11343	08.06.20	C164633	RE10442	CA100977	1	24	21.000	3.000	Card	FlatRate	5	29	Card	3	3	3
5000024293	EMP14382	08.06.20	C167992	RE10481	CA108341	5	95	83.125	11.875	Card	Free	0	95	Card	3	4	3,5
5000024294	EMP12331	08.06.20	C196728	RE10430	CA105677	6	64	56.000	8.000	Card	Free	0	64	Card	4	1	2,5
5000024295	EMP13238	08.06.20	C133887	RE10337	CA101019	5	116	101.500	14.500	Card	FlatRate	07. May	123.5	Card	4	2	3
5000024296	EMP14472	08.06.20	C181423	RE10571	CA100801	7	164	143.500	20.500	Card	Free	0	164	Card	4	5	4,5
5000024297	EMP12052	08.06.20	C139644	RE10151	CA101082	8	48	42.000	6.000	Card	Free	0	48	Card	1	3	2
5000024298	EMP12478	08.06.20	C115909	RE10577	CA100950	5	93	81.375	11.625	Cash	FlatRate	07. May	100.5	Cash	3	4	3,5
5000024299	EMP12125	08.06.20	C103018	RE10224	CA109732	3	45	39.375	5.625	Cash	FlatRate	5	50	Cash	3	5	4
5000024300	EMP13208	08.06.20	C116375	RE10307	CA103490	8	141	123.375	17.625	Card	Free	0	141	Card	1	4	2,5
5000024301	EMP13274	08.06.20	C194338	RE10373	CA100652	5	39	34.125	4.875	Cash	FlatRate	10	49	Cash	3	5	4
5000024302	EMP11052	08.06.20	C102141	RE10151	CA103187	8	62	54.250	7.750	Card	Free	0	62	Card	5	2	3,5
5000024303	EMP12058	08.06.20	C166330	RE10157	CA102763	7	138	120.750	17.250	Cash	Free	0	138	Cash	5	2	3,5
5000024304	EMP12196	08.06.20	C128124	RE10295	CA108870	6	139	121.625	17.375	Card	Free	0	139	Card	1	4	2,5
5000024305	EMP11013	08.06.20	C132757	RE10112	CA104512	7	100	87.500	12.500	Card	FlatRate	07. May	107.5	Card	4	1	2,5
5000024306	EMP12046	08.06.20	C118976	RE10145	CA101782	5	44	38.500	5.500	Card	Free	0	44	Card	4	3	3,5
5000024307	EMP11394	08.06.20	C170179	RE10493	CA104385	3	60	52.500	7.500	Cash	Free	0	60	Cash	4	2	3
5000024308	EMP14397	08.06.20	C109814	RE10496	CA100777	3	68	59.500	8.500	Card	Free	0	68	Card	5	2	3,5
5000024309	EMP11391	08.06.20	C105726	RE10490	CA100960	4	78	68.250	9.750	Cash	Free	0	78	Cash	2	5	3,5
5000024310	EMP12205	08.06.20	C153663	RE10304	CA107914	7	143	125.125	17.875	Card	FlatRate	07. May	150.5	Card	1	1	1
5000024311	EMP13196	08.06.20	C128030	RE10295	CA109367	8	145	126.875	18.125	Card	Free	0	145	Card	1	1	1
5000024312	EMP14070	08.06.20	C175084	RE10169	CA109076	3	36	31.500	4.500	Card	Free	0	36	Card	1	4	2,5
5000024313	EMP11058	08.06.20	C166436	RE10157	CA108968	5	92	80.500	11.500	Card	Free	0	92	Card	2	4	3
5000024314	EMP12475	08.06.20	C153205	RE10574	CA105345	3	68	59.500	8.500	Cash	FlatRate	07. May	75.5	Cash	2	3	2,5
5000024315	EMP14226	08.06.20	C114580	RE10325	CA109550	8	145	126.875	18.125	Cash	FlatRate	5	150	Cash	5	4	4,5
5000024316	EMP12070	08.06.20	C102496	RE10169	CA108704	8	150	131.250	18.750	Cash	Free	0	150	Cash	4	2	3
5000024317	EMP12148	08.06.20	C189123	RE10247	CA106658	1	23	20.125	2.875	Card	FlatRate	07. May	30. May	Card	5	2	3,5
5000024318	EMP14256	08.06.20	C147351	RE10355	CA103238	3	75	65.625	9.375	Card	Free	0	75	Card	1	3	2
5000024319	EMP12274	08.06.20	C166410	RE10373	CA106063	6	84	73.500	10.500	Card	FlatRate	10	94	Card	5	1	3
5000024320	EMP11478	08.06.20	C137659	RE10577	CA100540	8	97	84.875	12.125	Card	FlatRate	07. May	104.5	Card	4	3	3,5
5000024321	EMP11283	09.06.20	C115063	RE10382	CA106895	6	96	84.000	12.000	Cash	Free	0	96	Cash	4	1	2,5
5000024322	EMP14493	09.06.20	C107569	RE10592	CA108945	3	57	49.875	7.125	Card	Free	0	57	Card	4	1	2,5
5000024323	EMP13010	09.06.20	C121710	RE10109	CA106521	7	144	126.000	18.000	Card	Free	0	144	Card	3	1	2
5000024324	EMP13280	09.06.20	C197203	RE10379	CA101713	1	14	12.250	1.750	Card	Free	0	14	Card	4	2	3
5000024325	EMP12310	09.06.20	C121358	RE10409	CA106010	1	7	6.125	0.875	Card	Free	0	7	Card	3	3	3
5000024326	EMP12313	09.06.20	C131266	RE10412	CA103607	1	20	17.500	2.500	Cash	Free	0	20	Cash	4	2	3
5000024327	EMP13376	09.06.20	C115594	RE10475	CA102448	9	174	152.250	21.750	Card	Free	0	174	Card	4	5	4,5
5000024328	EMP13310	09.06.20	C139381	RE10409	CA108883	3	31	27.125	3.875	Card	Free	0	31	Card	5	4	4,5
5000024329	EMP12100	09.06.20	C133368	RE10199	CA105895	5	60	52.500	7.500	Card	Free	0	60	Card	4	5	4,5
5000024330	EMP12475	09.06.20	C101670	RE10574	CA105535	3	54	47.250	6.750	Card	FlatRate	07. May	61.5	Card	4	5	4,5
5000024331	EMP14439	09.06.20	C112263	RE10538	CA103254	5	61	53.375	7.625	Cash	FlatRate	07. May	68.5	Cash	4	1	2,5
