RestaurantID;RestaurantName;AddressID;RestaurantAddress;RestaurantCity;RestaurantState;RestaurantCountry;RestaurantZIP;Alcohol;Smoking;DressCode;Pricing;Accessibility;Franchise;OtherServices;Parking;Cuisine;WorkingHours;OpeningTime;ClosingTime;WorkingDays;WorkingDay_Sunday;WorkingDay_Monday;WorkingDay_Tuesday;WorkingDay_Wednesday;WorkingDay_Thursday;WorkingDay_Friday;WorkingDay_Saturday;DeliveryType;DeliveryRate
RE10402;Daniella''s Steakhouse;A1070062;Gale;Berlin;Brandenburg;Germany;911619;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;valet parking;Chinese;"13:00-19:00;";13:00;19:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10403;Bibi Convenience;A1008243;Farragut;Berlin;Brandenburg;Germany;347865;No_Alcohol_Served;none;informal;4;completely;f;none;none;Mexican;"12:30-20:30;";12:30;20:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10404;Laura''s Sweets Specialty Bake Shoppe;A1057413;Forster;Berlin;Brandenburg;Germany;186612;No_Alcohol_Served;not permitted;informal;1;no_accessibility;f;none;none;Armenian;"12:30-20:30;";12:30;20:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10405;Vista Quality Market;A1046951;Johnson;Berlin;Brandenburg;Germany;879909;Wine-Beer;not permitted;informal;1;completely;f;none;public;Mexican;"12:30-19:00;";12:30;19:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10406;Ronny''s Original Steak House;A1058381;Sherman;Berlin;Brandenburg;Germany;510246;Wine-Beer;none;informal;1;completely;t;variety;public;Cafeteria;"08:30-21:00;";08:30;21:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10407;Barbeque Recreation;A1086154;Mariners Cove;Berlin;Brandenburg;Germany;241664;Wine-Beer;section;informal;1;no_accessibility;f;none;none;American;"08:30-21:00;";08:30;21:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10408;Franco''s Brick Oven Pizza;A1002950;Oxford;Berlin;Brandenburg;Germany;783169;Wine-Beer;none;informal;5;completely;t;none;yes;American;"08:30-21:00;";08:30;21:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10409;Holm Elementary School;A1028732;Eliot;Berlin;Brandenburg;Germany;104103;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;public;Vegetarian;"12:00-23:30;";12:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10410;Swirlz Cupcakes;A1028652;Golf View;Berlin;Brandenburg;Germany;344810;No_Alcohol_Served;section;informal;3;no_accessibility;f;none;yes;Mexican;"12:00-23:30;";12:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10411;Chef Mumford''s Dog House;A1039758;Acker;Berlin;Brandenburg;Germany;681489;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;yes;International;"12:00-23:30;";12:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10412;La Vera Cucina 3;A1042694;Burning Wood;Berlin;Brandenburg;Germany;224155;Wine-Beer;section;informal;4;no_accessibility;f;none;yes;Mexican;"12:00-20:00;";12:00;20:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10413;Jellybean Learning Center Vi;A1013838;Stephen;Berlin;Brandenburg;Germany;897677;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;public;International;"12:00-20:00;";12:00;20:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10414;Freddies;A1072174;Morrow;Berlin;Brandenburg;Germany;419255;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;yes;Mexican;"12:00-20:00;";12:00;20:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10415;'m'' Bar;A1019477;Pennsylvania;Berlin;Brandenburg;Germany;222719;No_Alcohol_Served;section;informal;2;no_accessibility;f;none;valet parking;American;"12:00-20:00;";12:00;20:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10416;Sushi Mike''s Prep Kitchen;A1080803;Barnett;Berlin;Brandenburg;Germany;167090;No_Alcohol_Served;none;informal;3;completely;f;none;yes;International;"12:00-20:00;";12:00;20:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10417;Szabolcs Bujdoso;A1042579;Darwin;Berlin;Brandenburg;Germany;335644;Wine-Beer;section;informal;2;no_accessibility;f;none;yes;International;"11:30-20:00;";11:30;20:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10418;Volunteers Of America;A1073243;Division;Berlin;Brandenburg;Germany;798468;Full_Bar;permitted;informal;4;completely;f;variety;yes;Mexican;"07:00-23:30;";07:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10419;Riverside Lobby Shop;A1017698;Gulseth;Berlin;Brandenburg;Germany;571875;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;none;Italian;"07:00-23:30;";07:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10420;Marios'' Place;A1084792;Sheridan;Berlin;Brandenburg;Germany;766159;No_Alcohol_Served;section;informal;1;no_accessibility;f;none;none;International;"07:00-23:30;";07:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10421;Inspired Souls;A1015377;Rockefeller;Berlin;Brandenburg;Germany;138856;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;Family;"07:30-18:00;";07:30;18:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10422;Sacred Grounds Coffeehouse Of Mendon;A1059680;Mandrake;Berlin;Brandenburg;Germany;608046;Full_Bar;section;informal;1;completely;f;none;none;Mexican;"07:30-18:00;";07:30;18:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10423;Big Daddy''s;A1036469;American;Berlin;Brandenburg;Germany;246886;No_Alcohol_Served;section;informal;5;no_accessibility;f;none;yes;Mexican;"07:30-18:00;";07:30;18:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10424;Kosher Pizza;A1026513;Hudson;Berlin;Brandenburg;Germany;498107;No_Alcohol_Served;not permitted;informal;4;no_accessibility;t;none;none;Mexican;"11:00-21:00;";11:00;21:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10425;Charlotte Hots;A1015530;Badeau;Berlin;Brandenburg;Germany;999666;Full_Bar;none;informal;5;no_accessibility;f;none;public;Mexican;"11:00-21:00;";11:00;21:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10426;The New Energy Cafe;A1088606;Dunning;Berlin;Brandenburg;Germany;519159;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;yes;Mexican;"11:00-21:00;";11:00;21:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10427;China King Chinese Restaurant Llc;A1074622;Novick;Berlin;Brandenburg;Germany;874241;No_Alcohol_Served;none;informal;2;no_accessibility;t;none;yes;Mexican;"12:00-18:00;";12:00;18:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10428;Camp Lovejoy;A1066541;Hazelcrest;Berlin;Brandenburg;Germany;756490;No_Alcohol_Served;none;informal;4;completely;f;none;none;American;"12:00-18:00;";12:00;18:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10429;Zealous;A1065503;Bunting;Berlin;Brandenburg;Germany;969112;Full_Bar;none;informal;5;no_accessibility;f;none;none;Bakery;"12:00-18:00;";12:00;18:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10430;Best Croutons, Llc;A1051184;Schmedeman;Berlin;Brandenburg;Germany;226445;No_Alcohol_Served;none;informal;4;completely;f;none;none;Breakfast-Brunch;"11:00-21:30;";11:00;21:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10431;Serenata Mexicana Deli;A1060472;Ryan;Berlin;Brandenburg;Germany;302457;No_Alcohol_Served;none;informal;4;no_accessibility;f;none;none;Burgers;"11:00-21:30;";11:00;21:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10432;Hecho;A1058067;Moland;Berlin;Brandenburg;Germany;903778;Full_Bar;not permitted;informal;3;completely;t;variety;none;Cafe-Coffee_Shop;"11:00-21:30;";11:00;21:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10433;Montgomery Hose, Hook & Ladder Food;A1030121;Donald;Berlin;Brandenburg;Germany;613848;No_Alcohol_Served;none;informal;5;completely;f;none;none;Cafeteria;"07:00-23:00;";07:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10434;Skinners Falls Campground;A1022054;Forest Run;Berlin;Brandenburg;Germany;296616;Wine-Beer;section;informal;3;no_accessibility;f;none;public;Diner;"07:00-23:00;";07:00;23:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10435;Tacos Tequilas;A1047715;Ramsey;Berlin;Brandenburg;Germany;266873;No_Alcohol_Served;not permitted;casual;2;completely;f;none;none;Family;"07:00-23:00;";07:00;23:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10436;Westchester Tobacco;A1046366;Namekagon;Berlin;Brandenburg;Germany;764930;No_Alcohol_Served;none;informal;1;completely;f;none;none;Mexican;"08:00-18:00;";08:00;18:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10437;Lewis'' Tavern;A1068248;Melvin;Berlin;Brandenburg;Germany;661891;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;Family;"09:00-15:00;";09:00;15:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10438;J. Blooms Cafe;A1041048;Kingsford;Berlin;Brandenburg;Germany;894238;No_Alcohol_Served;section;informal;5;no_accessibility;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10439;Steve''s Deli;A1077707;Boyd;Berlin;Brandenburg;Germany;902706;Full_Bar;section;informal;2;no_accessibility;f;none;none;Mexican;"07:00-23:00;";07:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10440;Gappy''s Pizza;A1066382;Summerview;Berlin;Brandenburg;Germany;632077;No_Alcohol_Served;not permitted;casual;1;no_accessibility;f;none;none;Japanese;"07:00-23:00;";07:00;23:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10441;Bohica Bar And Grill;A1053639;Oxford;Berlin;Brandenburg;Germany;8687;No_Alcohol_Served;permitted;casual;5;no_accessibility;f;none;none;Spanish;"07:00-23:00;";07:00;23:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10442;Chiboust;A1046978;Tony;Berlin;Brandenburg;Germany;77400;Wine-Beer;none;informal;4;no_accessibility;f;none;yes;Mexican;"13:00-23:00;";13:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10443;Picosito Picosito;A1067294;Oak Valley;Berlin;Brandenburg;Germany;740344;No_Alcohol_Served;not permitted;informal;3;partially;f;none;public;Family;"12:00-23:30;";12:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10444;Barkeater''s Barbeque;A1009110;Gateway;Berlin;Brandenburg;Germany;129758;No_Alcohol_Served;not permitted;informal;5;completely;t;none;none;Vietnamese;"12:00-22:00;";12:00;22:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10445;China Unicorn;A1026469;Forster;Berlin;Brandenburg;Germany;132058;No_Alcohol_Served;none;informal;2;completely;f;none;none;Japanese;"08:00-21:30;";08:00;21:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10446;Angela''s Deli;A1022806;Truax;Berlin;Brandenburg;Germany;950505;No_Alcohol_Served;permitted;informal;1;completely;f;none;none;Mexican;"08:00-21:30;";08:00;21:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10447;Faith And Love Fellowship;A1082635;Forest;Berlin;Brandenburg;Germany;127775;No_Alcohol_Served;none;informal;5;completely;f;none;none;Mexican;"00:00-00:00;";00:00;00:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10448;Raimondo Pizzeria & Rest. Inc.;A1056881;Washington;Berlin;Brandenburg;Germany;562930;Wine-Beer;permitted;informal;1;no_accessibility;f;none;none;Mexican;"07:30-23:30;";07:30;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10449;Hostaria Mazzei;A1066804;Artisan;Berlin;Brandenburg;Germany;360975;No_Alcohol_Served;not permitted;informal;2;no_accessibility;t;none;yes;Mexican;"07:30-23:30;";07:30;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10450;St. Luke Academy;A1005444;Pierstorff;Berlin;Brandenburg;Germany;947996;No_Alcohol_Served;not permitted;informal;3;partially;f;none;none;Mexican;"08:00-18:00;";08:00;18:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10451;Charlie''s Treats;A1094320;Carey;Berlin;Brandenburg;Germany;664736;Wine-Beer;none;informal;2;no_accessibility;f;none;public;Mexican;"12:00-23:30;";12:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10452;Opies Brewing Co.;A1032601;Mifflin;Berlin;Brandenburg;Germany;731243;No_Alcohol_Served;not permitted;informal;4;completely;f;none;none;Mexican;"12:00-23:30;";12:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10453;Park Avenue Restaurant;A1094364;Monument;Berlin;Brandenburg;Germany;636515;No_Alcohol_Served;none;informal;4;completely;t;none;yes;Italian;"14:00-23:30;";14:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10454;Chocolate & Ice Cream Delight;A1024981;Manufacturers;Berlin;Brandenburg;Germany;984122;No_Alcohol_Served;not permitted;informal;2;completely;t;none;none;Mexican;"13:30-22:00;";13:30;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10455;Maxs Appetizing And Kosher Deli;A1001025;Thompson;Berlin;Brandenburg;Germany;225009;No_Alcohol_Served;permitted;formal;4;completely;f;none;none;Mexican;"13:30-23:30;";13:30;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10456;Pizza Pizza;A1063841;Northfield;Berlin;Brandenburg;Germany;104792;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;yes;Mexican;"13:30-20:00;";13:30;20:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10457;Angel Restaurant;A1079012;Bobwhite;Berlin;Brandenburg;Germany;843422;Wine-Beer;none;informal;1;no_accessibility;f;none;fee;Cafeteria;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10458;Triangle Deli;A1039916;Merrick;Berlin;Brandenburg;Germany;743408;Wine-Beer;permitted;casual;2;partially;f;variety;yes;Burgers;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;5
RE10459;Hebron Kebobs;A1022995;Brown;Berlin;Brandenburg;Germany;349036;No_Alcohol_Served;section;informal;5;no_accessibility;f;none;fee;Burgers;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10460;Rook Cafe And Smoothie Bar;A1054391;Little Fleur;Berlin;Brandenburg;Germany;886596;Wine-Beer;only at bar;informal;4;no_accessibility;t;Internet;fee;Mexican;"13:00-23:00;";13:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10461;Karina Place;A1048220;Delaware;Berlin;Brandenburg;Germany;334755;No_Alcohol_Served;none;informal;5;partially;f;variety;none;Mexican;"12:00-23:30;";12:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10462;One Stop Grocery;A1087971;Lakewood Gardens;Berlin;Brandenburg;Germany;422489;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;yes;Chinese;"12:00-22:00;";12:00;22:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10463;El Valle Restaurant & Bar;A1068691;Shasta;Berlin;Brandenburg;Germany;836783;No_Alcohol_Served;none;informal;3;completely;f;none;none;Mexican;"00:00-23:30;";00:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10464;Fireman Tom''s Ice Cream Commissary;A1033995;Clarendon;Berlin;Brandenburg;Germany;127183;No_Alcohol_Served;none;informal;5;no_accessibility;f;none;none;American;"00:00-23:30;";00:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10465;Tower Deli & Sundries;A1003504;Forest;Berlin;Brandenburg;Germany;873444;Wine-Beer;section;informal;4;no_accessibility;f;none;yes;Mexican;"00:00-23:30;";00:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;5
RE10466;Mo Jo Java Juice;A1044060;Elgar;Berlin;Brandenburg;Germany;78367;No_Alcohol_Served;permitted;informal;2;no_accessibility;f;none;none;Mexican;"09:30-23:30;";09:30;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10467;Umana Yana Restaurant Wine Bar;A1077452;Surrey;Berlin;Brandenburg;Germany;237292;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;Mexican;"09:30-23:30;";09:30;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10468;Lighthouse;A1015513;Summerview;Berlin;Brandenburg;Germany;64548;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;public;Mexican;"09:30-23:30;";09:30;23:30;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10469;Tofully;A1093443;Waxwing;Berlin;Brandenburg;Germany;120913;No_Alcohol_Served;none;informal;4;completely;f;none;yes;Mexican;"14:00-23:30;";14:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
RE10470;Wok'' N Roll;A1019802;Elgar;Berlin;Brandenburg;Germany;901416;Wine-Beer;section;casual;1;completely;f;none;yes;Mexican;"14:00-23:30;";14:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10471;Comfort Inn Fairgrounds;A1016779;Bartelt;Berlin;Brandenburg;Germany;482149;No_Alcohol_Served;not permitted;informal;2;completely;f;none;yes;Hot_Dogs;"14:00-21:00;";14:00;21:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10472;Creo;A1065103;Hollow Ridge;Berlin;Brandenburg;Germany;65661;Wine-Beer;none;formal;1;no_accessibility;f;none;yes;Mexican;"13:00-23:30;";13:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10473;Maurice''s Commissary;A1064586;Gerald;Berlin;Brandenburg;Germany;765598;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;Korean;"13:00-23:30;";13:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10474;Cayuga Health Association;A1055881;Carpenter;Berlin;Brandenburg;Germany;960144;Wine-Beer;none;informal;4;no_accessibility;f;none;none;Mexican;"13:00-19:00;";13:00;19:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;10
RE10475;Salgado''s Grocery Store;A1024525;Springview;Berlin;Brandenburg;Germany;830510;No_Alcohol_Served;not permitted;informal;1;no_accessibility;f;none;yes;Pizzeria;"14:00-23:30;";14:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10476;Congregation Bethemeth;A1083474;Manufacturers;Berlin;Brandenburg;Germany;539975;No_Alcohol_Served;none;informal;4;no_accessibility;t;none;fee;Pizzeria;"14:00-23:30;";14:00;23:30;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10477;Jersey Street Bar & Grill;A1065900;Esker;Berlin;Brandenburg;Germany;714966;No_Alcohol_Served;none;informal;5;partially;f;none;fee;Mexican;"14:00-23:30;";14:00;23:30;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10478;Sam''s Food;A1045363;Scofield;Berlin;Brandenburg;Germany;414584;No_Alcohol_Served;not permitted;informal;1;completely;t;none;yes;Fast_Food;"11:00-20:00;";11:00;20:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;10
RE10479;Sciortino''s Restaurant;A1020422;Katie;Berlin;Brandenburg;Germany;986235;Wine-Beer;section;informal;3;no_accessibility;f;none;yes;American;"11:00-20:00;";11:00;20:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10480;Jack''s Neighborhood Pizza;A1041364;Muir;Berlin;Brandenburg;Germany;916693;Wine-Beer;none;informal;3;no_accessibility;f;none;none;Mexican;"11:00-20:00;";11:00;20:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10481;Gene''s Sweet Tooth;A1051049;Briar Crest;Berlin;Brandenburg;Germany;926645;No_Alcohol_Served;not permitted;informal;2;no_accessibility;f;none;none;Hot_Dogs;"11:00-18:00;";11:00;18:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10482;Reconstructionist Synagogue;A1067463;Mariners Cove;Berlin;Brandenburg;Germany;93108;No_Alcohol_Served;none;informal;4;completely;f;none;valet parking;Hot_Dogs;"11:00-18:00;";11:00;18:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10483;New Lakeview;A1077344;Colorado;Berlin;Brandenburg;Germany;605278;No_Alcohol_Served;none;informal;2;completely;t;none;valet parking;Fast_Food;"11:00-18:00;";11:00;18:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10484;Mckenzy''s;A1063970;Cody;Berlin;Brandenburg;Germany;678609;No_Alcohol_Served;not permitted;informal;4;partially;t;none;valet parking;Mexican;"11:00-20:00;";11:00;20:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;7,5
RE10485;Smoothie King;A1044573;Eagle Crest;Berlin;Brandenburg;Germany;225899;No_Alcohol_Served;not permitted;informal;3;completely;f;none;valet parking;Mexican;"11:00-20:00;";11:00;20:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10486;East High School;A1033637;Drewry;Berlin;Brandenburg;Germany;834057;No_Alcohol_Served;none;informal;2;no_accessibility;f;none;valet parking;American;"11:00-20:00;";11:00;20:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10487;Wee Wee Center For Creative Learning;A1076919;Scott;Berlin;Brandenburg;Germany;722701;Wine-Beer;not permitted;informal;2;no_accessibility;f;Internet;yes;Mexican;"14:00-22:00;";14:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10488;The Blue Ice Tavern;A1084930;Briar Crest;Berlin;Brandenburg;Germany;498058;No_Alcohol_Served;none;informal;1;completely;f;none;yes;Mexican;"14:00-22:00;";14:00;22:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10489;Fox''s Pizza Den;A1000929;Dwight;Berlin;Brandenburg;Germany;704091;No_Alcohol_Served;none;informal;5;completely;f;none;valet parking;Mexican;"14:00-18:00;";14:00;18:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10490;Sittings At Mama''s Day Care;A1012327;Warbler;Berlin;Brandenburg;Germany;353074;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;public;Mexican;"13:00-22:00;";13:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10491;Pete''s Central I;A1046613;Saint Paul;Berlin;Brandenburg;Germany;708131;No_Alcohol_Served;none;informal;2;completely;f;none;valet parking;Mexican;"13:00-22:00;";13:00;22:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10492;Howitt Schl East;A1007063;Shasta;Berlin;Brandenburg;Germany;864559;Wine-Beer;only at bar;informal;2;partially;f;none;valet parking;Mexican;"13:00-22:00;";13:00;22:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10493;605 Reign;A1002818;Upham;Berlin;Brandenburg;Germany;92099;No_Alcohol_Served;none;informal;4;completely;t;none;yes;Mexican;"08:00-23:30;";08:00;23:30;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10494;Amazon Caf;A1060939;Clove;Berlin;Brandenburg;Germany;62359;No_Alcohol_Served;permitted;informal;1;completely;t;none;public;Mexican;"08:00-23:30;";08:00;23:30;"Sat;";No;No;No;No;No;No;Yes;FlatRate;10
RE10495;Geppetto''s Restaurant;A1003640;Del Mar;Berlin;Brandenburg;Germany;516726;Wine-Beer;none;informal;1;no_accessibility;f;none;public;Mexican;"08:00-20:00;";08:00;20:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10496;Starlite Cafe;A1052738;Raven;Berlin;Brandenburg;Germany;90867;No_Alcohol_Served;none;casual;3;completely;f;none;public;Mexican;"13:00-22:00;";13:00;22:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10497;Vanilla Flour;A1014326;Sachs;Berlin;Brandenburg;Germany;259271;Wine-Beer;section;informal;1;no_accessibility;t;Internet;none;Mexican;"13:00-22:00;";13:00;22:00;"Sat;";No;No;No;No;No;No;Yes;FlatRate;7,5
RE10498;Dusty''s;A1030301;Gina;Berlin;Brandenburg;Germany;313490;No_Alcohol_Served;not permitted;informal;4;completely;t;none;public;Mexican;"13:00-22:00;";13:00;22:00;"Sun;";Yes;No;No;No;No;No;No;FlatRate;7,5
RE10499;Liz Cafe I I;A1062419;Marquette;Berlin;Brandenburg;Germany;181307;No_Alcohol_Served;none;informal;1;no_accessibility;f;none;none;Mexican;"08:00-21:00;";08:00;21:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;Free;0
RE10500;Desert Moon Cafe;A1032511;Westerfield;Berlin;Brandenburg;Germany;751393;No_Alcohol_Served;none;informal;3;no_accessibility;f;none;none;Mexican;"08:00-21:00;";08:00;21:00;"Sat;";No;No;No;No;No;No;Yes;Free;0
RE10501;Top My Pizza;A1063760;Homewood;Berlin;Brandenburg;Germany;15828;Wine-Beer;none;informal;5;no_accessibility;f;none;yes;Mexican;"09:00-17:00;";09:00;17:00;"Sun;";Yes;No;No;No;No;No;No;Free;0
RE10502;Coppola''s Tuscan Grill;A1003696;Steensland;Berlin;Brandenburg;Germany;477854;Wine-Beer;section;informal;5;no_accessibility;f;none;none;Mexican;"07:00-23:00;";07:00;23:00;"Mon;Tue;Wed;Thu;Fri;";No;Yes;Yes;Yes;Yes;Yes;No;FlatRate;5
