"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0500002530","0000000019","2019-06-15","0000000019","2019-06-17","K4","2019006","","100000029","EMEA","USD",132875.98,118112.00,14763.98,"","","C"
"0500002531","0000000010","2019-06-15","0000000010","2019-06-16","K4","2019006","","100000031","AMER","USD",23743.11,21105.00,2638.11,"","","C"
"0500002532","0000000026","2019-06-15","0000000026","2019-06-16","K4","2019006","","100000020","APJ","USD",142178.61,126381.00,15797.61,"","","C"
"0500002533","0000000026","2019-06-16","0000000026","2019-06-17","K4","2019006","","100000017","APJ","USD",85243.49,75772.00,9471.49,"","","C"
"0500002534","0000000023","2019-06-16","0000000023","2019-06-18","K4","2019006","","100000038","EMEA","USD",6571.12,5841.00,730.12,"","","C"
"0500002535","0000000022","2019-06-16","0000000022","2019-06-19","K4","2019006","","100000010","EMEA","USD",175227.73,155758.00,19469.73,"","","C"
"0500002536","0000000027","2019-06-16","0000000027","2019-06-19","K4","2019006","","100000022","APJ","USD",54580.50,48516.00,6064.50,"","","C"
"0500002537","0000000016","2019-06-16","0000000016","2019-06-18","K4","2019006","","100000035","EMEA","USD",60523.87,53799.00,6724.87,"","","X"
"0500002538","0000000012","2019-06-17","0000000012","2019-06-18","K4","2019006","","100000034","AMER","USD",116453.24,103514.00,12939.24,"","","C"
"0500002539","0000000003","2019-06-18","0000000003","2019-06-20","K4","2019006","","100000038","EMEA","USD",113127.72,100558.00,12569.72,"","","P"
"0500002540","0000000018","2019-06-19","0000000018","2019-06-22","K4","2019006","","100000010","EMEA","USD",27884.25,24786.00,3098.25,"","","C"
"0500002541","0000000024","2019-06-19","0000000024","2019-06-21","K4","2019006","","100000022","APJ","USD",184115.24,163658.00,20457.24,"","","C"
"0500002542","0000000025","2019-06-20","0000000025","2019-06-21","K4","2019006","","100000020","APJ","USD",118117.12,104993.00,13124.12,"","","C"
"0500002543","0000000025","2019-06-21","0000000025","2019-06-24","K4","2019006","","100000023","APJ","USD",145547.98,129376.00,16171.98,"","","C"
"0500002544","0000000006","2019-06-22","0000000006","2019-06-23","K4","2019006","","100000005","EMEA","USD",72717.75,64638.00,8079.75,"","","C"
"0500002545","0000000025","2019-06-23","0000000025","2019-06-24","K4","2019006","","100000022","APJ","USD",49268.23,43794.00,5474.23,"","","C"
"0500002546","0000000004","2019-06-23","0000000004","2019-06-26","K4","2019006","","100000018","APJ","USD",61862.62,54989.00,6873.62,"","","C"
"0500002547","0000000010","2019-06-24","0000000010","2019-06-25","K4","2019006","","100000030","AMER","USD",35364.37,31435.00,3929.37,"","","C"
"0500002548","0000000012","2019-06-24","0000000012","2019-06-25","K4","2019006","","100000000","AMER","USD",15634.12,13897.00,1737.12,"","","C"
"0500002549","0000000019","2019-06-24","0000000019","2019-06-27","K4","2019006","","100000026","EMEA","USD",82496.25,73330.00,9166.25,"","","C"
"0500002550","0000000027","2019-06-25","0000000027","2019-06-28","K4","2019006","","100000017","APJ","USD",1795.50,1596.00,199.50,"","","C"
"0500002551","0000000020","2019-06-25","0000000020","2019-06-26","K4","2019006","","100000010","EMEA","USD",69170.62,61485.00,7685.62,"","","C"
"0500002552","0000000026","2019-06-26","0000000026","2019-06-28","K4","2019006","","100000016","APJ","USD",10572.75,9398.00,1174.75,"","","X"
"0500002553","0000000010","2019-06-27","0000000010","2019-06-28","K4","2019006","","100000003","AMER","USD",17821.12,15841.00,1980.12,"","","C"
"0500002554","0000000010","2019-06-28","0000000010","2019-06-29","K4","2019006","","100000000","AMER","USD",10453.50,9292.00,1161.50,"","","C"
"0500002555","0000000020","2019-06-29","0000000020","2019-07-02","K4","2019006","","100000028","EMEA","USD",1737.00,1544.00,193.00,"","","C"
"0500002556","0000000020","2019-06-30","0000000020","2019-07-03","K4","2019006","","100000026","EMEA","USD",70520.62,62685.00,7835.62,"","","C"
"0500002557","0000000010","2019-06-30","0000000010","2019-07-02","K4","2019006","","100000004","AMER","USD",129406.49,115028.00,14378.49,"","","C"
"0500002558","0000000017","2019-07-01","0000000017","2019-07-03","K4","2019007","","100000026","EMEA","USD",31560.74,28054.00,3506.74,"","","C"
"0500002559","0000000024","2019-07-01","0000000024","2019-07-02","K4","2019007","","100000022","APJ","USD",21220.87,18863.00,2357.87,"","","C"
"0500002560","0000000023","2019-07-02","0000000023","2019-07-04","K4","2019007","","100000038","EMEA","USD",117829.12,104737.00,13092.12,"","","C"
"0500002561","0000000017","2019-07-03","0000000017","2019-07-06","K4","2019007","","100000010","EMEA","USD",7269.74,6462.00,807.74,"","","C"
"0500002562","0000000017","2019-07-04","0000000017","2019-07-05","K4","2019007","","100000026","EMEA","USD",164428.85,146159.00,18269.85,"","","C"
"0500002563","0000000017","2019-07-05","0000000017","2019-07-06","K4","2019007","","100000006","EMEA","USD",7639.87,6791.00,848.87,"","","C"
"0500002564","0000000015","2019-07-06","0000000015","2019-07-08","K4","2019007","","100000013","EMEA","USD",852.75,758.00,94.75,"","","C"
"0500002565","0000000011","2019-07-07","0000000011","2019-07-08","K4","2019007","","100000033","AMER","USD",60905.24,54138.00,6767.24,"","","C"
"0500002566","0000000006","2019-07-07","0000000006","2019-07-09","K4","2019007","","100000029","EMEA","USD",19903.49,17692.00,2211.49,"","","C"
"0500002567","0000000012","2019-07-07","0000000012","2019-07-09","K4","2019007","","100000001","AMER","USD",71523.00,63576.00,7947.00,"","","C"
"0500002568","0000000017","2019-07-08","0000000017","2019-07-10","K4","2019007","","100000029","EMEA","USD",147556.11,131161.00,16395.11,"","","C"
"0500002569","0000000015","2019-07-08","0000000015","2019-07-10","K4","2019007","","100000010","EMEA","USD",159125.61,141445.00,17680.61,"","","C"
"0500002570","0000000014","2019-07-09","0000000014","2019-07-12","K4","2019007","","100000031","AMER","USD",122086.11,108521.00,13565.11,"","","C"
"0500002571","0000000015","2019-07-09","0000000015","2019-07-10","K4","2019007","","100000028","EMEA","USD",24119.99,21440.00,2679.99,"","","C"
"0500002572","0000000012","2019-07-10","0000000012","2019-07-13","K4","2019007","","100000030","AMER","USD",4488.75,3990.00,498.75,"","","C"
"0500002573","0000000017","2019-07-10","0000000017","2019-07-12","K4","2019007","","100000035","EMEA","USD",45044.99,40040.00,5004.99,"","","C"
"0500002574","0000000022","2019-07-10","0000000022","2019-07-11","K4","2019007","","100000006","EMEA","USD",82516.50,73348.00,9168.50,"","","C"
"0500002575","0000000016","2019-07-11","0000000016","2019-07-13","K4","2019007","","100000012","EMEA","USD",53976.37,47979.00,5997.37,"","","C"
"0500002576","0000000016","2019-07-12","0000000016","2019-07-13","K4","2019007","","100000011","EMEA","USD",84674.23,75266.00,9408.23,"","","C"
"0500002577","0000000025","2019-07-12","0000000025","2019-07-14","K4","2019007","","100000019","APJ","USD",8582.62,7629.00,953.62,"","","C"
"0500002578","0000000020","2019-07-12","0000000020","2019-07-13","K4","2019007","","100000007","EMEA","USD",68442.74,60838.00,7604.74,"","","C"
"0500002579","0000000003","2019-07-12","0000000003","2019-07-15","K4","2019007","","100000006","EMEA","USD",65976.74,58646.00,7330.74,"","","C"
"0500002580","0000000015","2019-07-13","0000000015","2019-07-14","K4","2019007","","100000029","EMEA","USD",43641.00,38792.00,4849.00,"","","C"
"0500002581","0000000027","2019-07-14","0000000027","2019-07-17","K4","2019007","","100000020","APJ","USD",76898.24,68354.00,8544.24,"","","C"
"0500002582","0000000014","2019-07-15","0000000014","2019-07-17","K4","2019007","","100000032","AMER","USD",96004.11,85337.00,10667.11,"","","X"
"0500002583","0000000014","2019-07-15","0000000014","2019-07-18","K4","2019007","","100000004","AMER","USD",8377.87,7447.00,930.87,"","","C"
"0500002584","0000000007","2019-07-15","0000000007","2019-07-16","K4","2019007","","100000032","AMER","USD",3650.62,3245.00,405.62,"","","C"
"0500002585","0000000022","2019-07-15","0000000022","2019-07-17","K4","2019007","","100000029","EMEA","USD",131028.75,116470.00,14558.75,"","","C"
"0500002586","0000000007","2019-07-16","0000000007","2019-07-19","K4","2019007","","100000030","AMER","USD",68614.87,60991.00,7623.87,"","","C"
"0500002587","0000000017","2019-07-17","0000000017","2019-07-19","K4","2019007","","100000037","EMEA","USD",2525.62,2245.00,280.62,"","","C"
"0500002588","0000000009","2019-07-17","0000000009","2019-07-18","K4","2019007","","100000000","AMER","USD",43914.37,39035.00,4879.37,"","","C"
"0500002589","0000000020","2019-07-18","0000000020","2019-07-21","K4","2019007","","100000007","EMEA","USD",40580.99,36072.00,4508.99,"","","C"
"0500002590","0000000023","2019-07-18","0000000023","2019-07-21","K4","2019007","","100000012","EMEA","USD",42437.23,37722.00,4715.23,"","","C"
"0500002591","0000000011","2019-07-19","0000000011","2019-07-22","K4","2019007","","100000031","AMER","USD",176223.36,156643.00,19580.36,"","","C"
"0500002592","0000000016","2019-07-19","0000000016","2019-07-20","K4","2019007","","100000011","EMEA","USD",7128.00,6336.00,792.00,"","","C"
"0500002593","0000000014","2019-07-19","0000000014","2019-07-22","K4","2019007","","100000032","AMER","USD",135008.97,120008.00,15000.97,"","","C"
"0500002594","0000000027","2019-07-19","0000000027","2019-07-20","K4","2019007","","100000020","APJ","USD",71547.75,63598.00,7949.75,"","","C"
"0500002595","0000000018","2019-07-19","0000000018","2019-07-21","K4","2019007","","100000035","EMEA","USD",139189.48,123724.00,15465.48,"","","C"
"0500002596","0000000025","2019-07-20","0000000025","2019-07-22","K4","2019007","","100000017","APJ","USD",95079.36,84515.00,10564.36,"","","C"
"0500002597","0000000022","2019-07-20","0000000022","2019-07-22","K4","2019007","","100000006","EMEA","USD",106598.23,94754.00,11844.23,"","","C"
"0500002598","0000000022","2019-07-21","0000000022","2019-07-23","K4","2019007","","100000028","EMEA","USD",89377.86,79447.00,9930.86,"","","C"
"0500002599","0000000004","2019-07-22","0000000004","2019-07-25","K4","2019007","","100000021","APJ","USD",75750.74,67334.00,8416.74,"","","C"
"0500002600","0000000014","2019-07-22","0000000014","2019-07-24","K4","2019007","","100000001","AMER","USD",21926.25,19490.00,2436.25,"","","C"
"0500002601","0000000016","2019-07-22","0000000016","2019-07-25","K4","2019007","","100000005","EMEA","USD",3875.62,3445.00,430.62,"","","C"
"0500002602","0000000022","2019-07-22","0000000022","2019-07-24","K4","2019007","","100000010","EMEA","USD",124046.99,110264.00,13782.99,"","","C"
"0500002603","0000000009","2019-07-23","0000000009","2019-07-24","K4","2019007","","100000003","AMER","USD",57068.99,50728.00,6340.99,"","","C"
"0500002604","0000000027","2019-07-24","0000000027","2019-07-26","K4","2019007","","100000018","APJ","USD",59961.37,53299.00,6662.37,"","","C"
"0500002605","0000000007","2019-07-24","0000000007","2019-07-25","K4","2019007","","100000031","AMER","USD",53301.36,47379.00,5922.36,"","","C"
"0500002606","0000000023","2019-07-24","0000000023","2019-07-27","K4","2019007","","100000010","EMEA","USD",121090.48,107636.00,13454.48,"","","C"
"0500002607","0000000009","2019-07-25","0000000009","2019-07-28","K4","2019007","","100000030","AMER","USD",14781.37,13139.00,1642.37,"","","C"
"0500002608","0000000027","2019-07-26","0000000027","2019-07-28","K4","2019007","","100000018","APJ","USD",125839.12,111857.00,13982.12,"","","C"
"0500002609","0000000012","2019-07-26","0000000012","2019-07-27","K4","2019007","","100000033","AMER","USD",73916.99,65704.00,8212.99,"","","C"
"0500002610","0000000015","2019-07-26","0000000015","2019-07-27","K4","2019007","","100000008","EMEA","USD",52908.75,47030.00,5878.75,"","","C"
"0500002611","0000000021","2019-07-26","0000000021","2019-07-28","K4","2019007","","100000029","EMEA","USD",63807.73,56718.00,7089.73,"","","P"
"0500002612","0000000027","2019-07-27","0000000027","2019-07-30","K4","2019007","","100000024","APJ","USD",1686.37,1499.00,187.37,"","","C"
"0500002613","0000000021","2019-07-27","0000000021","2019-07-28","K4","2019007","","100000011","EMEA","USD",108133.86,96119.00,12014.86,"","","X"
"0500002614","0000000007","2019-07-28","0000000007","2019-07-31","K4","2019007","","100000033","AMER","USD",4937.62,4389.00,548.62,"","","C"
"0500002615","0000000011","2019-07-29","0000000011","2019-08-01","K4","2019007","","100000034","AMER","USD",57808.12,51385.00,6423.12,"","","C"
"0500002616","0000000013","2019-07-30","0000000013","2019-08-02","K4","2019007","","100000031","AMER","USD",12825.00,11400.00,1425.00,"","","C"
"0500002617","0000000004","2019-07-30","0000000004","2019-08-01","K4","2019007","","100000015","APJ","USD",43614.00,38768.00,4846.00,"","","C"
"0500002618","0000000012","2019-07-31","0000000012","2019-08-03","K4","2019007","","100000030","AMER","USD",59758.86,53119.00,6639.86,"","","C"
"0500002619","0000000017","2019-08-01","0000000017","2019-08-04","K4","2019008","","100000011","EMEA","USD",124458.74,110630.00,13828.74,"","","C"
"0500002620","0000000015","2019-08-02","0000000015","2019-08-03","K4","2019008","","100000036","EMEA","USD",197036.97,175144.00,21892.97,"","","C"
"0500002621","0000000020","2019-08-02","0000000020","2019-08-03","K4","2019008","","100000038","EMEA","USD",15629.62,13893.00,1736.62,"","","C"
"0500002622","0000000007","2019-08-02","0000000007","2019-08-04","K4","2019008","","100000000","AMER","USD",121885.86,108343.00,13542.86,"","","C"
"0500002623","0000000014","2019-08-02","0000000014","2019-08-03","K4","2019008","","100000033","AMER","USD",98615.24,87658.00,10957.24,"","","C"
"0500002624","0000000023","2019-08-03","0000000023","2019-08-06","K4","2019008","","100000037","EMEA","USD",58513.49,52012.00,6501.49,"","","C"
"0500002625","0000000024","2019-08-04","0000000024","2019-08-06","K4","2019008","","100000022","APJ","USD",104054.62,92493.00,11561.62,"","","C"
"0500002626","0000000015","2019-08-04","0000000015","2019-08-06","K4","2019008","","100000025","EMEA","USD",40222.12,35753.00,4469.12,"","","C"
"0500002627","0000000015","2019-08-05","0000000015","2019-08-07","K4","2019008","","100000035","EMEA","USD",94732.87,84207.00,10525.87,"","","C"
"0500002628","0000000010","2019-08-06","0000000010","2019-08-09","K4","2019008","","100000001","AMER","USD",71065.11,63169.00,7896.11,"","","C"
"0500002629","0000000025","2019-08-06","0000000025","2019-08-09","K4","2019008","","100000015","APJ","USD",53986.50,47988.00,5998.50,"","","C"
"0500002630","0000000020","2019-08-07","0000000020","2019-08-09","K4","2019008","","100000037","EMEA","USD",37799.99,33600.00,4199.99,"","","C"
"0500002631","0000000009","2019-08-07","0000000009","2019-08-08","K4","2019008","","100000000","AMER","USD",32180.62,28605.00,3575.62,"","","C"
"0500002632","0000000007","2019-08-08","0000000007","2019-08-10","K4","2019008","","100000004","AMER","USD",79547.62,70709.00,8838.62,"","","C"
"0500002633","0000000012","2019-08-09","0000000012","2019-08-11","K4","2019008","","100000003","AMER","USD",70190.99,62392.00,7798.99,"","","C"
"0500002634","0000000011","2019-08-10","0000000011","2019-08-12","K4","2019008","","100000032","AMER","USD",64536.74,57366.00,7170.74,"","","C"
"0500002635","0000000023","2019-08-10","0000000023","2019-08-13","K4","2019008","","100000027","EMEA","USD",92820.36,82507.00,10313.36,"","","C"
"0500002636","0000000021","2019-08-10","0000000021","2019-08-13","K4","2019008","","100000008","EMEA","USD",89797.49,79820.00,9977.49,"","","C"
"0500002637","0000000023","2019-08-10","0000000023","2019-08-13","K4","2019008","","100000013","EMEA","USD",111334.49,98964.00,12370.49,"","","C"
"0500002638","0000000018","2019-08-10","0000000018","2019-08-12","K4","2019008","","100000008","EMEA","USD",19232.99,17096.00,2136.99,"","","C"
"0500002639","0000000024","2019-08-11","0000000024","2019-08-12","K4","2019008","","100000016","APJ","USD",8089.87,7191.00,898.87,"","","C"
"0500002640","0000000025","2019-08-12","0000000025","2019-08-15","K4","2019008","","100000023","APJ","USD",32575.49,28956.00,3619.49,"","","C"
"0500002641","0000000014","2019-08-12","0000000014","2019-08-13","K4","2019008","","100000032","AMER","USD",80537.62,71589.00,8948.62,"","","C"
"0500002642","0000000011","2019-08-13","0000000011","2019-08-15","K4","2019008","","100000000","AMER","USD",35211.37,31299.00,3912.37,"","","C"
"0500002643","0000000026","2019-08-13","0000000026","2019-08-16","K4","2019008","","100000019","APJ","USD",79009.86,70231.00,8778.86,"","","C"
"0500002644","0000000024","2019-08-13","0000000024","2019-08-15","K4","2019008","","100000020","APJ","USD",44080.87,39183.00,4897.87,"","","C"
"0500002645","0000000016","2019-08-13","0000000016","2019-08-15","K4","2019008","","100000012","EMEA","USD",90509.61,80453.00,10056.61,"","","C"
"0500002646","0000000025","2019-08-13","0000000025","2019-08-16","K4","2019008","","100000020","APJ","USD",92792.24,82482.00,10310.24,"","","C"
"0500002647","0000000018","2019-08-14","0000000018","2019-08-16","K4","2019008","","100000037","EMEA","USD",6571.12,5841.00,730.12,"","","C"
"0500002648","0000000021","2019-08-15","0000000021","2019-08-16","K4","2019008","","100000007","EMEA","USD",45441.00,40392.00,5049.00,"","","C"
"0500002649","0000000027","2019-08-15","0000000027","2019-08-16","K4","2019008","","100000020","APJ","USD",21781.12,19361.00,2420.12,"","","C"
"0500002650","0000000012","2019-08-16","0000000012","2019-08-18","K4","2019008","","100000030","AMER","USD",47822.62,42509.00,5313.62,"","","C"
"0500002651","0000000025","2019-08-16","0000000025","2019-08-17","K4","2019008","","100000017","APJ","USD",86380.86,76783.00,9597.86,"","","C"
"0500002652","0000000018","2019-08-16","0000000018","2019-08-17","K4","2019008","","100000035","EMEA","USD",59326.86,52735.00,6591.86,"","","C"
"0500002653","0000000027","2019-08-16","0000000027","2019-08-19","K4","2019008","","100000015","APJ","USD",117534.37,104475.00,13059.37,"","","C"
"0500002654","0000000027","2019-08-17","0000000027","2019-08-20","K4","2019008","","100000021","APJ","USD",19237.50,17100.00,2137.50,"","","C"
"0500002655","0000000012","2019-08-17","0000000012","2019-08-20","K4","2019008","","100000030","AMER","USD",58561.87,52055.00,6506.87,"","","X"
"0500002656","0000000018","2019-08-17","0000000018","2019-08-18","K4","2019008","","100000039","EMEA","USD",104429.24,92826.00,11603.24,"","","C"
"0500002657","0000000007","2019-08-18","0000000007","2019-08-21","K4","2019008","","100000032","AMER","USD",53768.24,47794.00,5974.24,"","","C"
"0500002658","0000000019","2019-08-18","0000000019","2019-08-20","K4","2019008","","100000011","EMEA","USD",68161.49,60588.00,7573.49,"","","C"
"0500002659","0000000004","2019-08-19","0000000004","2019-08-22","K4","2019008","","100000022","APJ","USD",14056.87,12495.00,1561.87,"","","C"
"0500002660","0000000011","2019-08-19","0000000011","2019-08-22","K4","2019008","","100000003","AMER","USD",30385.10,27009.00,3376.10,"","","C"
"0500002661","0000000018","2019-08-19","0000000018","2019-08-20","K4","2019008","","100000028","EMEA","USD",61313.62,54501.00,6812.62,"","","C"
"0500002662","0000000026","2019-08-20","0000000026","2019-08-22","K4","2019008","","100000023","APJ","USD",159881.61,142117.00,17764.61,"","","C"
"0500002663","0000000006","2019-08-20","0000000006","2019-08-23","K4","2019008","","100000008","EMEA","USD",10545.74,9374.00,1171.74,"","","C"
"0500002664","0000000024","2019-08-20","0000000024","2019-08-22","K4","2019008","","100000015","APJ","USD",48850.87,43423.00,5427.87,"","","C"
"0500002665","0000000011","2019-08-21","0000000011","2019-08-23","K4","2019008","","100000031","AMER","USD",23512.50,20900.00,2612.50,"","","C"
"0500002666","0000000016","2019-08-21","0000000016","2019-08-23","K4","2019008","","100000008","EMEA","USD",67598.99,60088.00,7510.99,"","","C"
"0500002667","0000000026","2019-08-21","0000000026","2019-08-22","K4","2019008","","100000020","APJ","USD",155474.98,138200.00,17274.98,"","","C"
"0500002668","0000000006","2019-08-21","0000000006","2019-08-23","K4","2019008","","100000010","EMEA","USD",112307.61,99829.00,12478.61,"","","C"
"0500002669","0000000023","2019-08-21","0000000023","2019-08-24","K4","2019008","","100000011","EMEA","USD",56428.87,50159.00,6269.87,"","","C"
"0500002670","0000000016","2019-08-21","0000000016","2019-08-22","K4","2019008","","100000036","EMEA","USD",5845.50,5196.00,649.50,"","","C"
"0500002671","0000000011","2019-08-22","0000000011","2019-08-23","K4","2019008","","100000000","AMER","USD",28113.75,24990.00,3123.75,"","","C"
"0500002672","0000000009","2019-08-23","0000000009","2019-08-24","K4","2019008","","100000033","AMER","USD",33484.49,29764.00,3720.49,"","","C"
"0500002673","0000000009","2019-08-23","0000000009","2019-08-25","K4","2019008","","100000034","AMER","USD",127148.62,113021.00,14127.62,"","","C"
"0500002674","0000000021","2019-08-23","0000000021","2019-08-25","K4","2019008","","100000009","EMEA","USD",14044.49,12484.00,1560.49,"","","C"
"0500002675","0000000024","2019-08-23","0000000024","2019-08-26","K4","2019008","","100000021","APJ","USD",121550.60,108045.00,13505.60,"","","C"
"0500002676","0000000021","2019-08-23","0000000021","2019-08-25","K4","2019008","","100000029","EMEA","USD",99968.62,88861.00,11107.62,"","","C"
"0500002677","0000000018","2019-08-23","0000000018","2019-08-26","K4","2019008","","100000026","EMEA","USD",157313.24,139834.00,17479.24,"","","C"
"0500002678","0000000011","2019-08-23","0000000011","2019-08-24","K4","2019008","","100000003","AMER","USD",2871.00,2552.00,319.00,"","","C"
"0500002679","0000000004","2019-08-23","0000000004","2019-08-25","K4","2019008","","100000019","APJ","USD",71691.74,63726.00,7965.74,"","","C"
"0500002680","0000000009","2019-08-24","0000000009","2019-08-26","K4","2019008","","100000000","AMER","USD",183345.74,162974.00,20371.74,"","","C"
"0500002681","0000000006","2019-08-24","0000000006","2019-08-26","K4","2019008","","100000013","EMEA","USD",1572.75,1398.00,174.75,"","","C"
"0500002682","0000000022","2019-08-25","0000000022","2019-08-26","K4","2019008","","100000037","EMEA","USD",27317.24,24282.00,3035.24,"","","C"
"0500002683","0000000014","2019-08-25","0000000014","2019-08-27","K4","2019008","","100000002","AMER","USD",77282.99,68696.00,8586.99,"","","C"
"0500002684","0000000012","2019-08-26","0000000012","2019-08-28","K4","2019008","","100000004","AMER","USD",63281.24,56250.00,7031.24,"","","C"
"0500002685","0000000006","2019-08-27","0000000006","2019-08-29","K4","2019008","","100000006","EMEA","USD",187553.24,166714.00,20839.24,"","","C"
"0500002686","0000000016","2019-08-27","0000000016","2019-08-28","K4","2019008","","100000005","EMEA","USD",44785.11,39809.00,4976.11,"","","C"
"0500002687","0000000023","2019-08-27","0000000023","2019-08-30","K4","2019008","","100000008","EMEA","USD",160865.99,142992.00,17873.99,"","","C"
"0500002688","0000000023","2019-08-27","0000000023","2019-08-29","K4","2019008","","100000026","EMEA","USD",168972.73,150198.00,18774.73,"","","C"
"0500002689","0000000013","2019-08-27","0000000013","2019-08-30","K4","2019008","","100000001","AMER","USD",147716.99,131304.00,16412.99,"","","P"
"0500002690","0000000006","2019-08-28","0000000006","2019-08-29","K4","2019008","","100000010","EMEA","USD",87144.73,77462.00,9682.73,"","","C"
"0500002691","0000000026","2019-08-29","0000000026","2019-09-01","K4","2019008","","100000022","APJ","USD",47380.49,42116.00,5264.49,"","","C"
"0500002692","0000000003","2019-08-29","0000000003","2019-08-31","K4","2019008","","100000010","EMEA","USD",55666.12,49481.00,6185.12,"","","C"
"0500002693","0000000017","2019-08-29","0000000017","2019-08-31","K4","2019008","","100000029","EMEA","USD",62303.62,55381.00,6922.62,"","","C"
"0500002694","0000000021","2019-08-29","0000000021","2019-08-30","K4","2019008","","100000006","EMEA","USD",32512.50,28900.00,3612.50,"","","C"
"0500002695","0000000016","2019-08-30","0000000016","2019-09-02","K4","2019008","","100000010","EMEA","USD",132455.24,117738.00,14717.24,"","","C"
"0500002696","0000000026","2019-08-31","0000000026","2019-09-02","K4","2019008","","100000020","APJ","USD",53325.00,47400.00,5925.00,"","","C"
"0500002697","0000000004","2019-08-31","0000000004","2019-09-02","K4","2019008","","100000024","APJ","USD",137885.61,122565.00,15320.61,"","","C"
"0500002698","0000000017","2019-09-01","0000000017","2019-09-04","K4","2019009","","100000038","EMEA","USD",2920.50,2596.00,324.50,"","","C"
"0500002699","0000000026","2019-09-02","0000000026","2019-09-05","K4","2019009","","100000023","APJ","USD",41306.62,36717.00,4589.62,"","","C"
"0500002700","0000000015","2019-09-03","0000000015","2019-09-06","K4","2019009","","100000029","EMEA","USD",69438.37,61723.00,7715.37,"","","C"
"0500002701","0000000009","2019-09-03","0000000009","2019-09-05","K4","2019009","","100000032","AMER","USD",13833.00,12296.00,1537.00,"","","C"
"0500002702","0000000026","2019-09-04","0000000026","2019-09-07","K4","2019009","","100000022","APJ","USD",17299.12,15377.00,1922.12,"","","C"
"0500002703","0000000006","2019-09-04","0000000006","2019-09-07","K4","2019009","","100000027","EMEA","USD",40151.25,35690.00,4461.25,"","","C"
"0500002704","0000000015","2019-09-04","0000000015","2019-09-05","K4","2019009","","100000035","EMEA","USD",14829.75,13182.00,1647.75,"","","C"
"0500002705","0000000009","2019-09-04","0000000009","2019-09-06","K4","2019009","","100000004","AMER","USD",159670.11,141929.00,17741.11,"","","C"
"0500002706","0000000016","2019-09-04","0000000016","2019-09-05","K4","2019009","","100000028","EMEA","USD",16842.37,14971.00,1871.37,"","","C"
"0500002707","0000000017","2019-09-05","0000000017","2019-09-06","K4","2019009","","100000012","EMEA","USD",17097.74,15198.00,1899.74,"","","C"
"0500002708","0000000019","2019-09-06","0000000019","2019-09-07","K4","2019009","","100000035","EMEA","USD",26525.25,23578.00,2947.25,"","","C"
"0500002709","0000000018","2019-09-06","0000000018","2019-09-09","K4","2019009","","100000039","EMEA","USD",10336.50,9188.00,1148.50,"","","C"
"0500002710","0000000019","2019-09-06","0000000019","2019-09-09","K4","2019009","","100000005","EMEA","USD",46148.62,41021.00,5127.62,"","","C"
"0500002711","0000000023","2019-09-06","0000000023","2019-09-08","K4","2019009","","100000013","EMEA","USD",9931.50,8828.00,1103.50,"","","C"
"0500002712","0000000022","2019-09-06","0000000022","2019-09-07","K4","2019009","","100000006","EMEA","USD",26705.24,23738.00,2967.24,"","","C"
"0500002713","0000000025","2019-09-07","0000000025","2019-09-08","K4","2019009","","100000017","APJ","USD",15015.37,13347.00,1668.37,"","","C"
"0500002714","0000000027","2019-09-07","0000000027","2019-09-09","K4","2019009","","100000015","APJ","USD",79499.23,70666.00,8833.23,"","","C"
"0500002715","0000000021","2019-09-08","0000000021","2019-09-10","K4","2019009","","100000038","EMEA","USD",3650.62,3245.00,405.62,"","","C"
"0500002716","0000000020","2019-09-08","0000000020","2019-09-09","K4","2019009","","100000008","EMEA","USD",74237.62,65989.00,8248.62,"","","C"
"0500002717","0000000022","2019-09-09","0000000022","2019-09-11","K4","2019009","","100000027","EMEA","USD",64103.62,56981.00,7122.62,"","","C"
"0500002718","0000000025","2019-09-09","0000000025","2019-09-11","K4","2019009","","100000020","APJ","USD",23567.62,20949.00,2618.62,"","","C"
"0500002719","0000000011","2019-09-10","0000000011","2019-09-12","K4","2019009","","100000034","AMER","USD",37959.74,33742.00,4217.74,"","","C"
"0500002720","0000000003","2019-09-10","0000000003","2019-09-12","K4","2019009","","100000010","EMEA","USD",38121.75,33886.00,4235.75,"","","X"
"0500002721","0000000012","2019-09-10","0000000012","2019-09-12","K4","2019009","","100000004","AMER","USD",74236.50,65988.00,8248.50,"","","C"
"0500002722","0000000019","2019-09-11","0000000019","2019-09-14","K4","2019009","","100000007","EMEA","USD",152902.11,135913.00,16989.11,"","","C"
"0500002723","0000000026","2019-09-11","0000000026","2019-09-14","K4","2019009","","100000020","APJ","USD",83437.86,74167.00,9270.86,"","","C"
"0500002724","0000000023","2019-09-11","0000000023","2019-09-12","K4","2019009","","100000013","EMEA","USD",186035.61,165365.00,20670.61,"","","C"
"0500002725","0000000012","2019-09-12","0000000012","2019-09-15","K4","2019009","","100000030","AMER","USD",105225.75,93534.00,11691.75,"","","C"
