"SALESORDERID","SALESORDERITEM","PRODUCTID","NOTEID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","IETMATPSTATUS","OPITEMPOS","QUANTITY","QUANTITYUNIT","EXPECTEDDELIVERYDATE"
"0500002585","0000000050","BX-1016","","USD",3588.75,3190.00,398.75,"I","",10,"EA","2019-08-17"
"0500002585","0000000040","EB-1136","","USD",61875.00,55000.00,6875.00,"I","",11,"EA","2019-08-17"
"0500002586","0000000010","EB-1131","","USD",13500.00,12000.00,1500.00,"I","",8,"EA","2019-08-21"
"0500002586","0000000030","RC-1057","","USD",5623.87,4999.00,624.87,"I","",1,"EA","2019-08-21"
"0500002586","0000000020","RC-1054","","USD",49491.00,43992.00,5499.00,"I","",8,"EA","2019-08-21"
"0500002587","0000000010","BX-1013","","USD",2525.62,2245.00,280.62,"I","",5,"EA","2019-08-29"
"0500002588","0000000010","BX-1016","","USD",358.87,319.00,39.87,"I","",1,"EA","2019-08-20"
"0500002588","0000000040","MB-1032","","USD",17536.50,15588.00,1948.50,"I","",12,"EA","2019-08-20"
"0500002588","0000000020","CB-1161","","USD",3591.00,3192.00,399.00,"I","",8,"EA","2019-08-20"
"0500002588","0000000060","CC-1022","","USD",12150.00,10800.00,1350.00,"I","",9,"EA","2019-08-20"
"0500002588","0000000030","HB-1174","","USD",4263.75,3790.00,473.75,"I","",10,"EA","2019-08-20"
"0500002588","0000000070","BX-1012","","USD",1795.50,1596.00,199.50,"I","",4,"EA","2019-08-20"
"0500002588","0000000050","DB-1082","","USD",4218.75,3750.00,468.75,"I","",3,"EA","2019-08-20"
"0500002589","0000000010","HB-1176","","USD",8093.25,7194.00,899.25,"I","",6,"EA","2019-08-17"
"0500002589","0000000030","MB-1032","","USD",8768.25,7794.00,974.25,"I","",6,"EA","2019-08-17"
"0500002589","0000000020","RC-1054","","USD",18559.12,16497.00,2062.12,"I","",3,"EA","2019-08-17"
"0500002589","0000000050","BX-1011","","USD",1120.50,996.00,124.50,"I","",4,"EA","2019-08-17"
"0500002589","0000000040","BX-1012","","USD",4039.87,3591.00,448.87,"I","",9,"EA","2019-08-17"
"0500002590","0000000010","RO-1003","","USD",4866.75,4326.00,540.75,"I","",6,"EA","2019-08-31"
"0500002590","0000000050","HB-1173","","USD",8761.50,7788.00,973.50,"I","",12,"EA","2019-08-31"
"0500002590","0000000080","MB-1031","","USD",6571.12,5841.00,730.12,"I","",9,"EA","2019-08-31"
"0500002590","0000000060","HB-1175","","USD",5056.87,4495.00,561.87,"I","",5,"EA","2019-08-31"
"0500002590","0000000020","RO-1001","","USD",1771.87,1575.00,196.87,"I","",3,"EA","2019-08-31"
"0500002590","0000000070","EB-1136","","USD",5625.00,5000.00,625.00,"I","",1,"EA","2019-08-31"
"0500002590","0000000040","DB-1082","","USD",8437.50,7500.00,937.50,"I","",6,"EA","2019-08-31"
"0500002590","0000000030","BX-1012","","USD",1346.62,1197.00,149.62,"I","",3,"EA","2019-08-31"
"0500002591","0000000010","DB-1083","","USD",5395.50,4796.00,599.50,"I","",4,"EA","2019-08-30"
"0500002591","0000000020","RC-1053","","USD",56912.62,50589.00,6323.62,"I","",11,"EA","2019-08-30"
"0500002591","0000000060","RC-1051","","USD",33736.50,29988.00,3748.50,"I","",12,"EA","2019-08-30"
"0500002591","0000000070","RC-1057","","USD",5623.87,4999.00,624.87,"I","",1,"EA","2019-08-30"
"0500002591","0000000040","RC-1054","","USD",43304.62,38493.00,4811.62,"I","",7,"EA","2019-08-30"
"0500002591","0000000050","HB-1174","","USD",4263.75,3790.00,473.75,"I","",10,"EA","2019-08-30"
"0500002591","0000000030","RC-1055","","USD",26986.50,23988.00,2998.50,"I","",12,"EA","2019-08-30"
"0500002592","0000000010","CC-1021","","USD",1287.00,1144.00,143.00,"I","",1,"EA","2019-08-25"
"0500002592","0000000020","MB-1031","","USD",5841.00,5192.00,649.00,"I","",8,"EA","2019-08-25"
"0500002593","0000000010","BX-1013","","USD",2020.50,1796.00,224.50,"I","",4,"EA","2019-08-27"
"0500002593","0000000020","HB-1176","","USD",14837.62,13189.00,1648.62,"I","",11,"EA","2019-08-27"
"0500002593","0000000060","RC-1051","","USD",28113.75,24990.00,3123.75,"I","",10,"EA","2019-08-27"
"0500002593","0000000100","EB-1133","","USD",10125.00,9000.00,1125.00,"I","",4,"EA","2019-08-27"
"0500002593","0000000070","RC-1057","","USD",28119.37,24995.00,3124.37,"I","",5,"EA","2019-08-27"
"0500002593","0000000090","CC-1023","","USD",1531.12,1361.00,170.12,"I","",1,"EA","2019-08-27"
"0500002593","0000000030","CC-1022","","USD",10800.00,9600.00,1200.00,"I","",8,"EA","2019-08-27"
"0500002593","0000000050","BX-1014","","USD",6292.12,5593.00,699.12,"I","",7,"EA","2019-08-27"
"0500002593","0000000040","RC-1056","","USD",30925.12,27489.00,3436.12,"I","",11,"EA","2019-08-27"
"0500002593","0000000080","BX-1012","","USD",2244.37,1995.00,249.37,"I","",5,"EA","2019-08-27"
"0500002594","0000000010","HB-1174","","USD",1705.50,1516.00,189.50,"I","",4,"EA","2019-08-25"
"0500002594","0000000030","HB-1172","","USD",8988.75,7990.00,998.75,"I","",10,"EA","2019-08-25"
"0500002594","0000000060","RC-1051","","USD",22491.00,19992.00,2499.00,"I","",8,"EA","2019-08-25"
"0500002594","0000000020","EB-1133","","USD",20250.00,18000.00,2250.00,"I","",8,"EA","2019-08-25"
"0500002594","0000000040","CC-1022","","USD",4050.00,3600.00,450.00,"I","",3,"EA","2019-08-25"
"0500002594","0000000050","DB-1082","","USD",14062.50,12500.00,1562.50,"I","",10,"EA","2019-08-25"
"0500002595","0000000010","RC-1055","","USD",24737.62,21989.00,2748.62,"I","",11,"EA","2019-08-26"
"0500002595","0000000020","BX-1013","","USD",5051.25,4490.00,561.25,"I","",10,"EA","2019-08-26"
"0500002595","0000000070","MB-1034","","USD",25302.37,22491.00,2811.37,"I","",9,"EA","2019-08-26"
"0500002595","0000000080","EB-1137","","USD",44437.50,39500.00,4937.50,"I","",5,"EA","2019-08-26"
"0500002595","0000000030","CB-1161","","USD",4039.87,3591.00,448.87,"I","",9,"EA","2019-08-26"
"0500002595","0000000050","RO-1003","","USD",2433.37,2163.00,270.37,"I","",3,"EA","2019-08-26"
"0500002595","0000000060","DB-1082","","USD",2812.50,2500.00,312.50,"I","",2,"EA","2019-08-26"
"0500002595","0000000040","EB-1135","","USD",30375.00,27000.00,3375.00,"I","",9,"EA","2019-08-26"
"0500002596","0000000010","MB-1034","","USD",25302.37,22491.00,2811.37,"I","",9,"EA","2019-08-28"
"0500002596","0000000080","EB-1133","","USD",30375.00,27000.00,3375.00,"I","",12,"EA","2019-08-28"
"0500002596","0000000070","RO-1002","","USD",2325.37,2067.00,258.37,"I","",3,"EA","2019-08-28"
"0500002596","0000000030","CC-1022","","USD",6750.00,6000.00,750.00,"I","",5,"EA","2019-08-28"
"0500002596","0000000040","CB-1163","","USD",2592.00,2304.00,288.00,"I","",8,"EA","2019-08-28"
"0500002596","0000000020","RO-1003","","USD",2433.37,2163.00,270.37,"I","",3,"EA","2019-08-28"
"0500002596","0000000060","EB-1131","","USD",11812.50,10500.00,1312.50,"I","",7,"EA","2019-08-28"
"0500002596","0000000050","DB-1083","","USD",13488.75,11990.00,1498.75,"I","",10,"EA","2019-08-28"
"0500002597","0000000010","CB-1162","","USD",3600.00,3200.00,400.00,"I","",8,"EA","2019-08-31"
"0500002597","0000000060","BX-1013","","USD",1515.37,1347.00,168.37,"I","",3,"EA","2019-08-31"
"0500002597","0000000070","HB-1173","","USD",3650.62,3245.00,405.62,"I","",5,"EA","2019-08-31"
"0500002597","0000000050","HB-1175","","USD",12136.50,10788.00,1348.50,"I","",12,"EA","2019-08-31"
"0500002597","0000000080","RC-1051","","USD",14056.87,12495.00,1561.87,"I","",5,"EA","2019-08-31"
"0500002597","0000000100","MB-1033","","USD",40489.87,35991.00,4498.87,"I","",9,"EA","2019-08-31"
"0500002597","0000000040","BX-1011","","USD",560.25,498.00,62.25,"I","",2,"EA","2019-08-31"
"0500002597","0000000090","EB-1131","","USD",13500.00,12000.00,1500.00,"I","",8,"EA","2019-08-31"
"0500002597","0000000030","BX-1016","","USD",3588.75,3190.00,398.75,"I","",10,"EA","2019-08-31"
"0500002597","0000000020","EB-1135","","USD",13500.00,12000.00,1500.00,"I","",4,"EA","2019-08-31"
"0500002598","0000000010","RO-1003","","USD",7300.12,6489.00,811.12,"I","",9,"EA","2019-08-25"
"0500002598","0000000100","BX-1013","","USD",2020.50,1796.00,224.50,"I","",4,"EA","2019-08-25"
"0500002598","0000000070","MB-1031","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2019-08-25"
"0500002598","0000000040","RC-1057","","USD",28119.37,24995.00,3124.37,"I","",5,"EA","2019-08-25"
"0500002598","0000000020","CB-1161","","USD",2693.25,2394.00,299.25,"I","",6,"EA","2019-08-25"
"0500002598","0000000060","BX-1011","","USD",2241.00,1992.00,249.00,"I","",8,"EA","2019-08-25"
"0500002598","0000000080","BX-1014","","USD",5393.25,4794.00,599.25,"I","",6,"EA","2019-08-25"
"0500002598","0000000050","EB-1131","","USD",13500.00,12000.00,1500.00,"I","",8,"EA","2019-08-25"
"0500002598","0000000030","DB-1082","","USD",14062.50,12500.00,1562.50,"I","",10,"EA","2019-08-25"
"0500002598","0000000090","RC-1055","","USD",6746.62,5997.00,749.62,"I","",3,"EA","2019-08-25"
"0500002599","0000000010","HB-1171","","USD",7863.75,6990.00,873.75,"I","",10,"EA","2019-08-25"
"0500002599","0000000040","CC-1023","","USD",10717.87,9527.00,1190.87,"I","",7,"EA","2019-08-25"
"0500002599","0000000050","EB-1131","","USD",3375.00,3000.00,375.00,"I","",2,"EA","2019-08-25"
"0500002599","0000000020","BX-1016","","USD",4306.50,3828.00,478.50,"I","",12,"EA","2019-08-25"
"0500002599","0000000030","RC-1052","","USD",49487.62,43989.00,5498.62,"I","",11,"EA","2019-08-25"
"0500002600","0000000010","EB-1131","","USD",16875.00,15000.00,1875.00,"I","",10,"EA","2019-08-21"
"0500002600","0000000020","BX-1013","","USD",5051.25,4490.00,561.25,"I","",10,"EA","2019-08-21"
"0500002601","0000000010","RO-1002","","USD",3875.62,3445.00,430.62,"I","",5,"EA","2019-09-04"
"0500002602","0000000010","EB-1134","","USD",21600.00,19200.00,2400.00,"I","",4,"EA","2019-08-27"
"0500002602","0000000090","HB-1176","","USD",10791.00,9592.00,1199.00,"I","",8,"EA","2019-08-27"
"0500002602","0000000080","MB-1031","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2019-08-27"
"0500002602","0000000020","HB-1172","","USD",6292.12,5593.00,699.12,"I","",7,"EA","2019-08-27"
"0500002602","0000000050","EB-1133","","USD",10125.00,9000.00,1125.00,"I","",4,"EA","2019-08-27"
"0500002602","0000000060","RO-1002","","USD",7751.25,6890.00,861.25,"I","",10,"EA","2019-08-27"
"0500002602","0000000030","MB-1033","","USD",4498.87,3999.00,499.87,"I","",1,"EA","2019-08-27"
"0500002602","0000000040","EB-1131","","USD",5062.50,4500.00,562.50,"I","",3,"EA","2019-08-27"
"0500002602","0000000070","EB-1136","","USD",50625.00,45000.00,5625.00,"I","",9,"EA","2019-08-27"
"0500002603","0000000010","BX-1013","","USD",5556.37,4939.00,617.37,"I","",11,"EA","2019-08-24"
"0500002603","0000000030","CB-1162","","USD",450.00,400.00,50.00,"I","",1,"EA","2019-08-24"
"0500002603","0000000040","RC-1057","","USD",39367.12,34993.00,4374.12,"I","",7,"EA","2019-08-24"
"0500002603","0000000020","MB-1033","","USD",8997.75,7998.00,999.75,"I","",2,"EA","2019-08-24"
"0500002603","0000000050","DB-1083","","USD",2697.75,2398.00,299.75,"I","",2,"EA","2019-08-24"
"0500002604","0000000010","BX-1012","","USD",1795.50,1596.00,199.50,"I","",4,"EA","2019-09-01"
"0500002604","0000000020","EB-1133","","USD",30375.00,27000.00,3375.00,"I","",12,"EA","2019-09-01"
"0500002604","0000000040","RO-1003","","USD",8111.25,7210.00,901.25,"I","",10,"EA","2019-09-01"
"0500002604","0000000030","RC-1056","","USD",19679.62,17493.00,2186.62,"I","",7,"EA","2019-09-01"
"0500002605","0000000010","DB-1083","","USD",2697.75,2398.00,299.75,"I","",2,"EA","2019-08-25"
"0500002605","0000000050","EB-1132","","USD",19237.50,17100.00,2137.50,"I","",9,"EA","2019-08-25"
"0500002605","0000000020","CB-1162","","USD",4050.00,3600.00,450.00,"I","",9,"EA","2019-08-25"
"0500002605","0000000030","RC-1051","","USD",16868.25,14994.00,1874.25,"I","",6,"EA","2019-08-25"
"0500002605","0000000070","CB-1161","","USD",1346.62,1197.00,149.62,"I","",3,"EA","2019-08-25"
"0500002605","0000000060","BX-1015","","USD",2354.62,2093.00,261.62,"I","",7,"EA","2019-08-25"
"0500002605","0000000040","RC-1055","","USD",6746.62,5997.00,749.62,"I","",3,"EA","2019-08-25"
"0500002606","0000000010","RO-1003","","USD",5677.87,5047.00,630.87,"I","",7,"EA","2019-09-04"
"0500002606","0000000050","BX-1013","","USD",3535.87,3143.00,392.87,"I","",7,"EA","2019-09-04"
"0500002606","0000000040","RC-1053","","USD",15521.62,13797.00,1724.62,"I","",3,"EA","2019-09-04"
"0500002606","0000000030","CC-1023","","USD",3062.25,2722.00,340.25,"I","",2,"EA","2019-09-04"
"0500002606","0000000060","RC-1054","","USD",68050.12,60489.00,7561.12,"I","",11,"EA","2019-09-04"
"0500002606","0000000080","EB-1134","","USD",10800.00,9600.00,1200.00,"I","",2,"EA","2019-09-04"
"0500002606","0000000070","DB-1082","","USD",7031.25,6250.00,781.25,"I","",5,"EA","2019-09-04"
"0500002606","0000000090","EB-1135","","USD",3375.00,3000.00,375.00,"I","",1,"EA","2019-09-04"
"0500002606","0000000020","BX-1015","","USD",4036.50,3588.00,448.50,"I","",12,"EA","2019-09-04"
"0500002607","0000000010","MB-1031","","USD",2190.37,1947.00,243.37,"I","",3,"EA","2019-08-31"
"0500002607","0000000030","CB-1162","","USD",1800.00,1600.00,200.00,"I","",4,"EA","2019-08-31"
"0500002607","0000000020","DB-1083","","USD",10791.00,9592.00,1199.00,"I","",8,"EA","2019-08-31"
"0500002608","0000000010","HB-1172","","USD",1797.75,1598.00,199.75,"I","",2,"EA","2019-08-31"
"0500002608","0000000020","BX-1013","","USD",5051.25,4490.00,561.25,"I","",10,"EA","2019-08-31"
"0500002608","0000000090","HB-1176","","USD",13488.75,11990.00,1498.75,"I","",10,"EA","2019-08-31"
"0500002608","0000000070","RC-1057","","USD",44991.00,39992.00,4999.00,"I","",8,"EA","2019-08-31"
"0500002608","0000000060","CC-1023","","USD",15311.25,13610.00,1701.25,"I","",10,"EA","2019-08-31"
"0500002608","0000000050","HB-1174","","USD",4263.75,3790.00,473.75,"I","",10,"EA","2019-08-31"
"0500002608","0000000030","EB-1135","","USD",27000.00,24000.00,3000.00,"I","",8,"EA","2019-08-31"
"0500002608","0000000040","BX-1015","","USD",2691.00,2392.00,299.00,"I","",8,"EA","2019-08-31"
"0500002608","0000000080","RC-1055","","USD",11244.37,9995.00,1249.37,"I","",5,"EA","2019-08-31"
"0500002609","0000000010","EB-1133","","USD",20250.00,18000.00,2250.00,"I","",8,"EA","2019-09-01"
"0500002609","0000000060","HB-1176","","USD",8093.25,7194.00,899.25,"I","",6,"EA","2019-09-01"
"0500002609","0000000040","CB-1163","","USD",1944.00,1728.00,216.00,"I","",6,"EA","2019-09-01"
"0500002609","0000000050","BX-1011","","USD",2241.00,1992.00,249.00,"I","",8,"EA","2019-09-01"
"0500002609","0000000080","RO-1003","","USD",8111.25,7210.00,901.25,"I","",10,"EA","2019-09-01"
"0500002609","0000000070","DB-1081","","USD",16863.75,14990.00,1873.75,"I","",10,"EA","2019-09-01"
"0500002609","0000000030","BX-1012","","USD",4039.87,3591.00,448.87,"I","",9,"EA","2019-09-01"
"0500002609","0000000020","EB-1135","","USD",10125.00,9000.00,1125.00,"I","",3,"EA","2019-09-01"
"0500002609","0000000090","RC-1055","","USD",2248.87,1999.00,249.87,"I","",1,"EA","2019-09-01"
"0500002610","0000000010","EB-1133","","USD",12656.25,11250.00,1406.25,"I","",5,"EA","2019-08-28"
"0500002610","0000000050","MB-1033","","USD",8997.75,7998.00,999.75,"I","",2,"EA","2019-08-28"
"0500002610","0000000040","BX-1014","","USD",3595.50,3196.00,399.50,"I","",4,"EA","2019-08-28"
"0500002610","0000000020","RC-1056","","USD",16868.25,14994.00,1874.25,"I","",6,"EA","2019-08-28"
"0500002610","0000000030","DB-1083","","USD",10791.00,9592.00,1199.00,"I","",8,"EA","2019-08-28"
"0500002611","0000000010","CC-1022","","USD",13500.00,12000.00,1500.00,"I","",10,"EA","2019-09-03"
"0500002611","0000000020","RC-1051","","USD",19679.62,17493.00,2186.62,"I","",7,"EA","2019-09-03"
"0500002611","0000000050","MB-1033","","USD",8997.75,7998.00,999.75,"I","",2,"EA","2019-09-03"
"0500002611","0000000080","BX-1011","","USD",2801.25,2490.00,311.25,"I","",10,"EA","2019-09-03"
"0500002611","0000000060","RO-1003","","USD",7300.12,6489.00,811.12,"I","",9,"EA","2019-09-03"
"0500002611","0000000070","BX-1016","","USD",1076.62,957.00,119.62,"I","",3,"EA","2019-09-03"
"0500002611","0000000030","HB-1171","","USD",2359.12,2097.00,262.12,"I","",3,"EA","2019-09-03"
"0500002611","0000000040","DB-1083","","USD",8093.25,7194.00,899.25,"I","",6,"EA","2019-09-03"
"0500002612","0000000010","DB-1081","","USD",1686.37,1499.00,187.37,"I","",1,"EA","2019-09-08"
"0500002613","0000000010","HB-1174","","USD",852.75,758.00,94.75,"I","",2,"EA","2019-08-31"
"0500002613","0000000080","EB-1132","","USD",8550.00,7600.00,950.00,"I","",4,"EA","2019-08-31"
"0500002613","0000000050","CB-1162","","USD",3600.00,3200.00,400.00,"I","",8,"EA","2019-08-31"
"0500002613","0000000070","MB-1034","","USD",30925.12,27489.00,3436.12,"I","",11,"EA","2019-08-31"
"0500002613","0000000030","HB-1175","","USD",3034.12,2697.00,337.12,"I","",3,"EA","2019-08-31"
"0500002613","0000000040","CB-1163","","USD",3240.00,2880.00,360.00,"I","",10,"EA","2019-08-31"
"0500002613","0000000060","EB-1134","","USD",54000.00,48000.00,6000.00,"I","",10,"EA","2019-08-31"
"0500002613","0000000020","HB-1171","","USD",3931.87,3495.00,436.87,"I","",5,"EA","2019-08-31"
"0500002614","0000000010","CB-1161","","USD",4937.62,4389.00,548.62,"I","",11,"EA","2019-08-27"
"0500002615","0000000010","BX-1015","","USD",3700.12,3289.00,411.12,"I","",11,"EA","2019-09-12"
"0500002615","0000000030","RO-1002","","USD",6201.00,5512.00,689.00,"I","",8,"EA","2019-09-12"
"0500002615","0000000040","CC-1021","","USD",14157.00,12584.00,1573.00,"I","",11,"EA","2019-09-12"
"0500002615","0000000020","EB-1135","","USD",33750.00,30000.00,3750.00,"I","",10,"EA","2019-09-12"
"0500002616","0000000010","EB-1132","","USD",12825.00,11400.00,1425.00,"I","",6,"EA","2019-09-04"
"0500002617","0000000010","RO-1003","","USD",6489.00,5768.00,721.00,"I","",8,"EA","2019-09-09"
"0500002617","0000000020","EB-1135","","USD",37125.00,33000.00,4125.00,"I","",11,"EA","2019-09-09"
"0500002618","0000000010","DB-1081","","USD",18550.12,16489.00,2061.12,"I","",11,"EA","2019-09-01"
"0500002618","0000000020","CC-1023","","USD",13780.12,12249.00,1531.12,"I","",9,"EA","2019-09-01"
"0500002618","0000000040","BX-1014","","USD",2696.62,2397.00,299.62,"I","",3,"EA","2019-09-01"
"0500002618","0000000050","RC-1056","","USD",16868.25,14994.00,1874.25,"I","",6,"EA","2019-09-01"
"0500002618","0000000030","HB-1171","","USD",7863.75,6990.00,873.75,"I","",10,"EA","2019-09-01"
"0500002619","0000000010","EB-1135","","USD",40500.00,36000.00,4500.00,"I","",12,"EA","2019-09-12"
"0500002619","0000000030","EB-1132","","USD",2137.50,1900.00,237.50,"I","",1,"EA","2019-09-12"
"0500002619","0000000070","HB-1173","","USD",8761.50,7788.00,973.50,"I","",12,"EA","2019-09-12"
"0500002619","0000000050","MB-1032","","USD",7306.87,6495.00,811.87,"I","",5,"EA","2019-09-12"
"0500002619","0000000020","RC-1057","","USD",56238.75,49990.00,6248.75,"I","",10,"EA","2019-09-12"
"0500002619","0000000040","BX-1016","","USD",1076.62,957.00,119.62,"I","",3,"EA","2019-09-12"
"0500002619","0000000060","DB-1082","","USD",8437.50,7500.00,937.50,"I","",6,"EA","2019-09-12"
"0500002620","0000000010","BX-1014","","USD",8089.87,7191.00,898.87,"I","",9,"EA","2019-09-10"
"0500002620","0000000060","MB-1031","","USD",8031.37,7139.00,892.37,"I","",11,"EA","2019-09-10"
"0500002620","0000000070","RC-1057","","USD",39367.12,34993.00,4374.12,"I","",7,"EA","2019-09-10"
"0500002620","0000000090","MB-1033","","USD",49487.62,43989.00,5498.62,"I","",11,"EA","2019-09-10"
"0500002620","0000000030","RC-1054","","USD",68050.12,60489.00,7561.12,"I","",11,"EA","2019-09-10"
"0500002620","0000000050","BX-1016","","USD",1076.62,957.00,119.62,"I","",3,"EA","2019-09-10"
"0500002620","0000000040","DB-1081","","USD",13491.00,11992.00,1499.00,"I","",8,"EA","2019-09-10"
"0500002620","0000000080","BX-1012","","USD",2693.25,2394.00,299.25,"I","",6,"EA","2019-09-10"
"0500002620","0000000020","EB-1135","","USD",6750.00,6000.00,750.00,"I","",2,"EA","2019-09-10"
"0500002621","0000000010","HB-1171","","USD",1572.75,1398.00,174.75,"I","",2,"EA","2019-09-08"
"0500002621","0000000020","MB-1034","","USD",14056.87,12495.00,1561.87,"I","",5,"EA","2019-09-08"
"0500002622","0000000010","DB-1081","","USD",6745.50,5996.00,749.50,"I","",4,"EA","2019-09-13"
"0500002622","0000000070","EB-1132","","USD",17100.00,15200.00,1900.00,"I","",8,"EA","2019-09-13"
"0500002622","0000000100","HB-1173","","USD",1460.25,1298.00,162.25,"I","",2,"EA","2019-09-13"
"0500002622","0000000090","BX-1013","","USD",5051.25,4490.00,561.25,"I","",10,"EA","2019-09-13"
"0500002622","0000000030","HB-1172","","USD",9887.62,8789.00,1098.62,"I","",11,"EA","2019-09-13"
"0500002622","0000000080","MB-1034","","USD",14056.87,12495.00,1561.87,"I","",5,"EA","2019-09-13"
"0500002622","0000000050","HB-1175","","USD",2022.75,1798.00,224.75,"I","",2,"EA","2019-09-13"
"0500002622","0000000020","RC-1054","","USD",43304.62,38493.00,4811.62,"I","",7,"EA","2019-09-13"
"0500002622","0000000040","CC-1022","","USD",8100.00,7200.00,900.00,"I","",6,"EA","2019-09-13"
"0500002622","0000000060","CC-1021","","USD",14157.00,12584.00,1573.00,"I","",11,"EA","2019-09-13"
"0500002623","0000000010","EB-1131","","USD",16875.00,15000.00,1875.00,"I","",10,"EA","2019-09-08"
"0500002623","0000000060","CB-1162","","USD",5400.00,4800.00,600.00,"I","",12,"EA","2019-09-08"
"0500002623","0000000030","HB-1173","","USD",2920.50,2596.00,324.50,"I","",4,"EA","2019-09-08"
"0500002623","0000000070","HB-1172","","USD",8988.75,7990.00,998.75,"I","",10,"EA","2019-09-08"
"0500002623","0000000040","BX-1014","","USD",9887.62,8789.00,1098.62,"I","",11,"EA","2019-09-08"
"0500002623","0000000020","RC-1052","","USD",26993.25,23994.00,2999.25,"I","",6,"EA","2019-09-08"
"0500002623","0000000080","DB-1082","","USD",2812.50,2500.00,312.50,"I","",2,"EA","2019-09-08"
"0500002623","0000000050","RC-1055","","USD",24737.62,21989.00,2748.62,"I","",11,"EA","2019-09-08"
"0500002624","0000000010","RO-1002","","USD",6201.00,5512.00,689.00,"I","",8,"EA","2019-09-05"
"0500002624","0000000030","MB-1034","","USD",25302.37,22491.00,2811.37,"I","",9,"EA","2019-09-05"
"0500002624","0000000050","BX-1016","","USD",2153.25,1914.00,239.25,"I","",6,"EA","2019-09-05"
"0500002624","0000000060","RC-1052","","USD",8997.75,7998.00,999.75,"I","",2,"EA","2019-09-05"
"0500002624","0000000020","EB-1131","","USD",11812.50,10500.00,1312.50,"I","",7,"EA","2019-09-05"
"0500002624","0000000040","DB-1083","","USD",4046.62,3597.00,449.62,"I","",3,"EA","2019-09-05"
"0500002625","0000000010","RO-1003","","USD",8111.25,7210.00,901.25,"I","",10,"EA","2019-09-07"
"0500002625","0000000060","BX-1013","","USD",3030.75,2694.00,336.75,"I","",6,"EA","2019-09-07"
"0500002625","0000000020","CB-1162","","USD",4050.00,3600.00,450.00,"I","",9,"EA","2019-09-07"
"0500002625","0000000040","RC-1051","","USD",11245.50,9996.00,1249.50,"I","",4,"EA","2019-09-07"
"0500002625","0000000080","CB-1161","","USD",1346.62,1197.00,149.62,"I","",3,"EA","2019-09-07"
"0500002625","0000000050","EB-1131","","USD",20250.00,18000.00,2250.00,"I","",12,"EA","2019-09-07"
"0500002625","0000000030","EB-1136","","USD",50625.00,45000.00,5625.00,"I","",9,"EA","2019-09-07"
"0500002625","0000000070","DB-1083","","USD",5395.50,4796.00,599.50,"I","",4,"EA","2019-09-07"
"0500002626","0000000010","CB-1162","","USD",1800.00,1600.00,200.00,"I","",4,"EA","2019-09-04"
"0500002626","0000000060","MB-1032","","USD",1461.37,1299.00,162.37,"I","",1,"EA","2019-09-04"
"0500002626","0000000070","MB-1031","","USD",8761.50,7788.00,973.50,"I","",12,"EA","2019-09-04"
"0500002626","0000000020","CC-1022","","USD",13500.00,12000.00,1500.00,"I","",10,"EA","2019-09-04"
"0500002626","0000000040","CB-1163","","USD",2268.00,2016.00,252.00,"I","",7,"EA","2019-09-04"
"0500002626","0000000050","EB-1134","","USD",5400.00,4800.00,600.00,"I","",1,"EA","2019-09-04"
"0500002626","0000000030","DB-1082","","USD",7031.25,6250.00,781.25,"I","",5,"EA","2019-09-04"
"0500002627","0000000010","MB-1032","","USD",8768.25,7794.00,974.25,"I","",6,"EA","2019-09-14"
"0500002627","0000000030","RC-1053","","USD",20695.50,18396.00,2299.50,"I","",4,"EA","2019-09-14"
"0500002627","0000000040","CC-1022","","USD",5400.00,4800.00,600.00,"I","",4,"EA","2019-09-14"
"0500002627","0000000060","MB-1033","","USD",35991.00,31992.00,3999.00,"I","",8,"EA","2019-09-14"
"0500002627","0000000020","RO-1001","","USD",5315.62,4725.00,590.62,"I","",9,"EA","2019-09-14"
"0500002627","0000000050","EB-1131","","USD",18562.50,16500.00,2062.50,"I","",11,"EA","2019-09-14"
"0500002628","0000000010","DB-1083","","USD",14837.62,13189.00,1648.62,"I","",11,"EA","2019-09-18"
"0500002628","0000000040","MB-1034","","USD",30925.12,27489.00,3436.12,"I","",11,"EA","2019-09-18"
"0500002628","0000000020","RC-1051","","USD",19679.62,17493.00,2186.62,"I","",7,"EA","2019-09-18"
"0500002628","0000000030","RC-1056","","USD",5622.75,4998.00,624.75,"I","",2,"EA","2019-09-18"
"0500002629","0000000010","RC-1052","","USD",53986.50,47988.00,5998.50,"I","",12,"EA","2019-09-16"
"0500002630","0000000010","RC-1055","","USD",6746.62,5997.00,749.62,"I","",3,"EA","2019-09-12"
"0500002630","0000000030","CB-1163","","USD",3888.00,3456.00,432.00,"I","",12,"EA","2019-09-12"
"0500002630","0000000050","RO-1003","","USD",6489.00,5768.00,721.00,"I","",8,"EA","2019-09-12"
"0500002630","0000000020","EB-1131","","USD",20250.00,18000.00,2250.00,"I","",12,"EA","2019-09-12"
"0500002630","0000000040","HB-1174","","USD",426.37,379.00,47.37,"I","",1,"EA","2019-09-12"
"0500002631","0000000010","RO-1003","","USD",4055.62,3605.00,450.62,"I","",5,"EA","2019-09-08"
"0500002631","0000000020","EB-1136","","USD",28125.00,25000.00,3125.00,"I","",5,"EA","2019-09-08"
